"OrderID","Region","State"
"ASSKJM","Sudeste","ES"
"WWVRIS","Norte","PA"
"SBUSCZ","Nordeste","CE"
"DPMNYZ","Sul","RS"
"NYRPKE","Sudeste","ES"
"TCRSSA","Sudeste","RJ"
"ELUWGC","Nordeste","BA"
"FLLXNW","Sul","PR"
"INQNFM","Centro-Oeste","DF"
"GDOUBP","Sul","PR"
"MVUSQQ","Centro-Oeste","DF"
"PSBRKS","Sudeste","ES"
"UQLBWV","Centro-Oeste","MS"
"LNFFGT","Sudeste","RJ"
"DEXJRB","Sudeste","SP"
"NDLIPF","Sudeste","ES"
"AOWPLZ","Centro-Oeste","MS"
"YMIJGA","Norte","RR"
"ZOQEGV","Nordeste","PB"
"BYNAJM","Sudeste","MG"
"TBNRCW","Sudeste","ES"
"VMBMWV","Sudeste","ES"
"MYVHPV","Centro-Oeste","DF"
"TFOMQM","Sudeste","RJ"
"IMJRMK","Sudeste","RJ"
"USBLVZ","Nordeste","BA"
"WQYBSF","Norte","RO"
"TOKKHM","Sul","RS"
"PAGSFU","Sudeste","RJ"
"HVFANT","Sudeste","MG"
"AJAUKI","Sudeste","SP"
"HRILLJ","Norte","TO"
"DCLANE","Norte","AM"
"DGYDXS","Sudeste","SP"
"SNJRHK","Sudeste","SP"
"SZHSVW","Sudeste","SP"
"GOJBFD","Sudeste","ES"
"JCVYUC","Sudeste","ES"
"ATYALQ","Centro-Oeste","MS"
"AUTWHG","Sul","RS"
"BHOLQD","Sudeste","ES"
"ZZETJV","Sul","RS"
"EDIWZV","Norte","PA"
"ZUDSPE","Sudeste","ES"
"MDAXSW","Sudeste","ES"
"ZEVSZO","Nordeste","PE"
"BPSITD","Nordeste","RN"
"WWZLIX","Nordeste","PI"
"SEUCKF","Sudeste","SP"
"SEUPNV","Sudeste","SP"
"JSNVOZ","Centro-Oeste","MT"
"JSRRTL","Centro-Oeste","MT"
"VUIWNT","Sudeste","RJ"
"SOWLLU","Norte","AC"
"GDVOHF","Sudeste","MG"
"QDQEPZ","Norte","AP"
"YEQGMI","Centro-Oeste","GO"
"EPYPLE","Sul","SC"
"RAHCYQ","Norte","RO"
"LNGKYF","Norte","PA"
"JWAPTR","Sudeste","SP"
"KXGLEN","Sudeste","RJ"
"QKHUPQ","Sudeste","ES"
"CDQLLG","Centro-Oeste","DF"
"FMHBQL","Sudeste","RJ"
"ZFAONJ","Centro-Oeste","GO"
"PFDTUP","Sudeste","ES"
"DWYYGA","Centro-Oeste","DF"
"UXACYM","Centro-Oeste","GO"
"ORBADH","Nordeste","MA"
"ORPSXM","Nordeste","PI"
"XWWBHR","Sudeste","SP"
"OSKDID","Centro-Oeste","GO"
"KHNFMT","Centro-Oeste","DF"
"CFZIRA","Centro-Oeste","MS"
"JQOQCP","Sul","RS"
"TBNSGU","Norte","PA"
"KCWXDA","Sudeste","ES"
"UHZYSY","Sudeste","RJ"
"PEOBIT","Sudeste","ES"
"XBULXQ","Centro-Oeste","MS"
"BPWRSL","Norte","TO"
"HNNDEH","Sul","PR"
"SGKIMG","Sudeste","MG"
"ATWGDE","Norte","AM"
"CIUOTE","Nordeste","BA"
"OHURSP","Sudeste","SP"
"NPCWBP","Norte","RO"
"ZHFDFE","Sul","PR"
"IJLAUY","Norte","TO"
"NGHJSK","Centro-Oeste","MS"
"LMDGDP","Sudeste","RJ"
"NVCDOS","Centro-Oeste","MT"
"XUFFDA","Sul","PR"
"ZMBGDF","Norte","AP"
"KPPMXC","Centro-Oeste","MT"
"ULYYMR","Nordeste","RN"
"FNGGUB","Sul","PR"
"JXKBNH","Sul","SC"
"PWATPZ","Sul","RS"
"KMDAIM","Sudeste","RJ"
"QWAUZO","Sudeste","SP"
"EIIGJA","Nordeste","RN"
"KINIOD","Sudeste","MG"
"KAOBKP","Sul","PR"
"NILIIH","Centro-Oeste","MS"
"TGJBON","Sudeste","ES"
"TARYLO","Nordeste","RN"
"YLUIAL","Sudeste","SP"
"YLWJQV","Sudeste","MG"
"JBAKCK","Sudeste","ES"
"WNXZJU","Nordeste","PB"
"EQXTDF","Centro-Oeste","DF"
"IWXSFX","Sudeste","MG"
"BYQVAE","Norte","AC"
"IHPKYU","Nordeste","PB"
"SGOPMR","Norte","RR"
"WUNNRK","Sul","RS"
"ZYIDZB","Sudeste","MG"
"XZSKFM","Nordeste","CE"
"JYZPUO","Sudeste","RJ"
"UVTBYZ","Norte","RO"
"HKEVUT","Sul","PR"
"VIFDFN","Nordeste","BA"
"ETSJBX","Nordeste","CE"
"COEEGI","Nordeste","PI"
"IFVKSD","Sudeste","SP"
"NHFBGW","Sudeste","ES"
"WJLIYB","Sudeste","RJ"
"HKBARD","Sudeste","ES"
"EGWBIC","Centro-Oeste","MS"
"IOLDME","Nordeste","PB"
"QTECDT","Sul","SC"
"MURZKA","Nordeste","PI"
"JMVLZC","Sudeste","RJ"
"RAGZJG","Sul","SC"
"FZSUPP","Nordeste","PE"
"JWMRYY","Sul","SC"
"JXORDQ","Sul","PR"
"KSPAPC","Norte","RR"
"QABSKQ","Nordeste","MA"
"QBBXZK","Sudeste","RJ"
"ERUJTL","Sudeste","RJ"
"CMXNYU","Sul","PR"
"BYZTYS","Sudeste","SP"
"JRLHXY","Sul","SC"
"TWSFBC","Sul","RS"
"TWWEQW","Sudeste","ES"
"SLSFWK","Nordeste","RN"
"XSTFDX","Sudeste","SP"
"DVEZJP","Sudeste","MG"
"KVWYXS","Centro-Oeste","DF"
"WPYOSH","Nordeste","MA"
"ERPHUF","Nordeste","BA"
"SFMYVV","Sudeste","RJ"
"EERJOG","Sudeste","SP"
"HRHDIG","Sudeste","MG"
"KYPMCF","Sudeste","SP"
"KZKAOL","Centro-Oeste","DF"
"AYFMRJ","Sudeste","RJ"
"MZXPPH","Sudeste","MG"
"CQZFBI","Nordeste","RN"
"NZNUQM","Norte","PA"
"VUZWWC","Nordeste","PE"
"EAQIKQ","Sudeste","RJ"
"AGEIHW","Centro-Oeste","DF"
"MCXRDE","Sul","SC"
"LNTBNO","Sudeste","SP"
"GSTHUJ","Sudeste","RJ"
"TKKIXC","Centro-Oeste","MS"
"CSVAII","Sul","RS"
"WZHAST","Norte","TO"
"RETLGD","Sudeste","RJ"
"UJTMCL","Nordeste","PB"
"DFWARQ","Centro-Oeste","MT"
"ADITYM","Sudeste","SP"
"KYBJQR","Centro-Oeste","MT"
"KTBNAL","Sul","PR"
"KTDNRK","Sudeste","SP"
"KIURPF","Sul","SC"
"VQUTOR","Nordeste","CE"
"ZFJMXS","Sudeste","SP"
"SWUPLA","Nordeste","MA"
"WEBKDE","Norte","AM"
"DMBFQB","Nordeste","BA"
"WLPIGQ","Norte","AC"
"EJQIMV","Centro-Oeste","MS"
"QUBFBX","Centro-Oeste","MT"
"WRIUIK","Nordeste","PI"
"PAHCCT","Sul","SC"
"IXHMAC","Sul","PR"
"UKJVCE","Sudeste","SP"
"LHYGZJ","Norte","PA"
"PEIKBQ","Sudeste","ES"
"PTXITB","Sudeste","RJ"
"RNEQNY","Sudeste","RJ"
"RNGRCS","Sul","RS"
"KOQFGL","Centro-Oeste","MT"
"SIPRZB","Sul","PR"
"IEHOAY","Sudeste","RJ"
"NPIKXQ","Sudeste","ES"
"AXWYCW","Nordeste","BA"
"JZGDAT","Nordeste","PB"
"LHWMAV","Sudeste","RJ"
"HZVUJV","Sul","RS"
"HZWQPE","Centro-Oeste","MT"
"JPHTLC","Norte","PA"
"FHSYXM","Sudeste","MG"
"KEYJQT","Sul","RS"
"KFATDX","Nordeste","PB"
"PTDFXQ","Norte","AC"
"YIUWNN","Sudeste","RJ"
"YJRQDT","Sul","RS"
"XLVINX","Centro-Oeste","GO"
"GTMDMS","Nordeste","BA"
"NVJLPI","Nordeste","PI"
"UAYQPO","Sul","PR"
"PCSDJA","Sudeste","ES"
"PCVNMD","Sudeste","SP"
"UYTWEX","Sudeste","RJ"
"AHJYST","Sudeste","RJ"
"DMBZCD","Centro-Oeste","GO"
"OQXGYO","Centro-Oeste","MS"
"KWJCQC","Sudeste","ES"
"SROPWV","Nordeste","BA"
"XNHZWG","Centro-Oeste","MT"
"MTBDRO","Norte","AC"
"IXEYTC","Sul","PR"
"TGMLJZ","Centro-Oeste","MT"
"ZVSVYZ","Sudeste","RJ"
"DNNTBT","Sudeste","ES"
"WNKUAJ","Sudeste","MG"
"VNUJWR","Nordeste","PI"
"TDWGQW","Centro-Oeste","MT"
"LTZMFD","Sudeste","ES"
"GRWGWZ","Sudeste","SP"
"KVMLIH","Sudeste","SP"
"YOMFKN","Sul","SC"
"NFNWLM","Norte","TO"
"QYBTOF","Norte","AP"
"QZEQMA","Norte","AP"
"OQAOFZ","Sudeste","MG"
"CPRQBE","Sudeste","ES"
"BHBECS","Nordeste","PB"
"HDGPJK","Sudeste","SP"
"HDRKXT","Norte","AP"
"JVESII","Centro-Oeste","DF"
"UOLTKK","Centro-Oeste","MS"
"AWZAJQ","Norte","TO"
"GAGPNT","Sul","RS"
"PDBJSL","Nordeste","MA"
"COSFCN","Nordeste","RN"
"YIHOBC","Sul","PR"
"RHCQOS","Sudeste","RJ"
"IVWVDN","Centro-Oeste","MS"
"NBXHQC","Sudeste","RJ"
"NEIWLS","Norte","PA"
"YMIHSV","Nordeste","PB"
"QMJAMO","Sul","PR"
"IZEDTY","Nordeste","RN"
"IPXEBX","Centro-Oeste","MT"
"TJVYON","Sudeste","MG"
"JLALDR","Centro-Oeste","MS"
"SCSSTQ","Centro-Oeste","MT"
"BSIAJN","Nordeste","PE"
"SWGYTI","Sul","SC"
"OJVXVH","Sudeste","ES"
"LRBFIE","Sul","RS"
"OBEBNW","Sudeste","SP"
"LCGZSE","Nordeste","PE"
"IMPCMI","Norte","RR"
"KUVKIH","Sudeste","RJ"
"QVQCTL","Nordeste","RN"
"WPZZRE","Nordeste","CE"
"OOIIWQ","Sul","RS"
"XSZZGX","Centro-Oeste","DF"
"WNRXWA","Nordeste","MA"
"GFOTRN","Sudeste","MG"
"DZHRPE","Centro-Oeste","MT"
"BAZEZZ","Sudeste","SP"
"ITERWN","Centro-Oeste","DF"
"KKXXQM","Norte","AM"
"OHHYCY","Norte","RR"
"JTUQKG","Sul","RS"
"JTXSGM","Sul","SC"
"BLKUYZ","Centro-Oeste","MT"
"NAFAGS","Sudeste","RJ"
"TMFEKV","Sul","SC"
"FWIHRZ","Sudeste","RJ"
"EARIRX","Centro-Oeste","DF"
"NGWPLC","Sudeste","ES"
"KBYDFX","Centro-Oeste","MT"
"CYSIXB","Centro-Oeste","GO"
"JNCIPZ","Sul","RS"
"YJEZKI","Sul","SC"
"HTEYRA","Sudeste","SP"
"YCMGKR","Norte","TO"
"IRRTYV","Centro-Oeste","MS"
"JFHODV","Sudeste","RJ"
"AZRZZQ","Centro-Oeste","GO"
"NSHJCV","Sul","RS"
"WGQVWP","Centro-Oeste","MT"
"XEAZYF","Norte","TO"
"HWRDRP","Sul","RS"
"MRBIZL","Sudeste","SP"
"BNZXBF","Norte","AC"
"CZQPLE","Sudeste","RJ"
"LILIXR","Sul","PR"
"ZJLELV","Centro-Oeste","MS"
"DMLTYQ","Sudeste","SP"
"HPGGCA","Sul","PR"
"RBRVNV","Sul","PR"
"IWIKRV","Norte","RO"
"FFWIPK","Sudeste","RJ"
"IIMAYB","Sudeste","RJ"
"IIQWRP","Nordeste","PB"
"ODFQQB","Sudeste","MG"
"MCIQMS","Centro-Oeste","MT"
"TWLVHL","Sudeste","SP"
"EIZNJK","Sudeste","SP"
"XNWDOR","Sul","SC"
"SQSQCD","Norte","RR"
"RJUAVM","Centro-Oeste","MS"
"DGOHIW","Nordeste","BA"
"QZDJZQ","Sudeste","RJ"
"FQDKOX","Norte","AM"
"XBBTOD","Sudeste","RJ"
"EOGLPS","Nordeste","PB"
"HJAQMN","Sul","PR"
"GNKSAX","Nordeste","PB"
"GODHWM","Centro-Oeste","MS"
"JCYPOA","Sudeste","MG"
"AASLSN","Norte","PA"
"OHBEIG","Sul","PR"
"VGRNGQ","Sudeste","RJ"
"DTMGMJ","Sudeste","MG"
"LLUUNF","Norte","AP"
"HJUCSY","Nordeste","RN"
"GAEAKC","Sul","PR"
"JQBLKZ","Sudeste","ES"
"NZXJIS","Sudeste","MG"
"VKKNNI","Centro-Oeste","MT"
"PIMQSJ","Nordeste","RN"
"MXTPMF","Centro-Oeste","MT"
"CZHRHX","Norte","PA"
"MVDTWA","Centro-Oeste","GO"
"EQEDEM","Sudeste","MG"
"YSVNIN","Nordeste","PI"
"FIJCOD","Centro-Oeste","DF"
"COSEKW","Sudeste","ES"
"XGNXHK","Centro-Oeste","MT"
"OQDVYA","Sudeste","ES"
"KXUHZN","Nordeste","PE"
"PXGJXL","Centro-Oeste","MS"
"GIGJFI","Norte","RO"
"WTDJIZ","Norte","AC"
"QDSKMO","Centro-Oeste","DF"
"XFYCVD","Nordeste","PB"
"YDYNSY","Centro-Oeste","MS"
"XYFQOL","Centro-Oeste","MT"
"LZHBTR","Norte","AP"
"WLIPZQ","Sudeste","ES"
"LRYZWB","Nordeste","PB"
"NKQAVM","Centro-Oeste","MT"
"TURXWR","Sudeste","MG"
"INIJOL","Nordeste","MA"
"YLGCWG","Centro-Oeste","MT"
"JKKCEM","Nordeste","BA"
"UEEPKI","Sul","PR"
"NWZGFO","Sul","RS"
"DGLOYC","Sul","SC"
"YHAVFB","Centro-Oeste","DF"
"JOOFPY","Norte","PA"
"VZIYUI","Norte","AP"
"EORYJZ","Sudeste","MG"
"VTHYZI","Sul","PR"
"AAOHQB","Norte","TO"
"EUVTGV","Norte","AM"
"JGMVJK","Sul","SC"
"QRXNNT","Nordeste","RN"
"ZZGWBA","Sul","RS"
"BPHWFA","Sul","SC"
"RIHCBG","Norte","TO"
"WZRQPY","Sul","RS"
"JIHCAY","Sudeste","SP"
"SLKNAX","Sudeste","RJ"
"AEYFJJ","Centro-Oeste","MT"
"KBQCXV","Nordeste","PE"
"MUKYFG","Sudeste","SP"
"MURREY","Sudeste","ES"
"PCKKZC","Centro-Oeste","DF"
"KPCPNH","Nordeste","BA"
"RLFTRH","Nordeste","PB"
"RHOLPI","Sul","PR"
"WSOWXE","Sudeste","RJ"
"NRVGUM","Centro-Oeste","GO"
"ZPXNAY","Centro-Oeste","MS"
"IPIDYO","Norte","AP"
"GTIAUC","Nordeste","PE"
"HWNIAP","Nordeste","PE"
"UKYQRF","Sudeste","ES"
"OBZGAC","Nordeste","PE"
"HPZDTN","Sudeste","RJ"
"NDCALS","Norte","TO"
"AZCQTU","Centro-Oeste","GO"
"GHKDYC","Centro-Oeste","MS"
"XBXLPW","Centro-Oeste","MT"
"HIRVYW","Nordeste","PI"
"BBOPVV","Sudeste","RJ"
"KUMUZA","Centro-Oeste","MS"
"XOAONS","Nordeste","PI"
"YRIKLR","Nordeste","CE"
"JVDXWY","Sul","PR"
"KEDLFR","Norte","RO"
"CBWPFJ","Norte","AC"
"UGTYXU","Centro-Oeste","MT"
"ZJOKYV","Nordeste","PE"
"QJYUSA","Sul","RS"
"AUPMXI","Nordeste","RN"
"AJRIUN","Nordeste","PB"
"KCVIGQ","Sudeste","ES"
"XZPJMD","Nordeste","PB"
"RGAWPL","Centro-Oeste","DF"
"MOXERN","Sudeste","MG"
"SCCWGY","Norte","AP"
"NYKGBU","Norte","PA"
"TCYFZM","Nordeste","PE"
"GALVBV","Centro-Oeste","GO"
"QTFFKG","Norte","TO"
"ZNFMDH","Norte","TO"
"YUUTWU","Sudeste","MG"
"CKRDFR","Centro-Oeste","GO"
"FHABVF","Sudeste","RJ"
"POMXRB","Sudeste","MG"
"PXGHCF","Norte","RR"
"NQYBMZ","Sudeste","MG"
"UPVRFB","Centro-Oeste","MT"
"EIAQKV","Sudeste","RJ"
"OMOMSB","Sudeste","SP"
"UVAEHR","Sul","SC"
"BJDUNI","Sudeste","ES"
"PFWMLR","Nordeste","RN"
"ALUYXW","Centro-Oeste","GO"
"YWUURN","Sul","SC"
"DEFYUF","Centro-Oeste","MS"
"FZWUHR","Nordeste","MA"
"RZWIUO","Sul","RS"
"QNTNID","Nordeste","RN"
"WXRUJK","Nordeste","CE"
"YSKZLJ","Centro-Oeste","MS"
"IIAMIO","Centro-Oeste","GO"
"EBIUVO","Norte","AM"
"HYIFDF","Centro-Oeste","DF"
"OPIPKW","Centro-Oeste","GO"
"XSNRPP","Sul","PR"
"JNLIXY","Sudeste","SP"
"ZSGQHD","Nordeste","CE"
"ZTNYOD","Sul","SC"
"EEKKHS","Sudeste","MG"
"SJFDYE","Nordeste","MA"
"AUSDZJ","Centro-Oeste","DF"
"HFELYC","Sul","PR"
"WCHNAX","Norte","PA"
"QQKSLU","Sudeste","SP"
"CYYQUS","Norte","AM"
"NJHDFN","Sudeste","ES"
"XYPDBZ","Sudeste","RJ"
"MZKEEY","Nordeste","PI"
"GFUBOY","Sul","RS"
"YIJZTG","Sudeste","RJ"
"JJBFZQ","Sudeste","RJ"
"BWRXAF","Norte","RO"
"FELNSK","Norte","PA"
"NZANOS","Centro-Oeste","GO"
"VUIWPO","Centro-Oeste","GO"
"WOIOAX","Centro-Oeste","MS"
"WONSYF","Nordeste","PE"
"TJSHNJ","Sudeste","MG"
"EWXDUN","Nordeste","CE"
"FIGLDK","Norte","TO"
"RLPXHI","Centro-Oeste","MS"
"FZMVRE","Sudeste","ES"
"JVZLEV","Sul","PR"
"KWVYVS","Centro-Oeste","MT"
"NRIMUV","Centro-Oeste","DF"
"TOYKXW","Norte","RR"
"FLYOQQ","Sudeste","SP"
"ZJMFXL","Centro-Oeste","MT"
"VENTWE","Sudeste","SP"
"WDGFAW","Sudeste","MG"
"SBEEQH","Sudeste","SP"
"WMBEUQ","Norte","RO"
"ADECPE","Nordeste","PI"
"ICEXNJ","Sul","RS"
"UYLJSZ","Centro-Oeste","MT"
"ZAXMFG","Norte","RO"
"PKFJBC","Nordeste","PB"
"AHPRTX","Nordeste","PE"
"PFUIKH","Nordeste","PI"
"GQSSGT","Norte","RR"
"XNEYHK","Sudeste","SP"
"XNWZQN","Sudeste","MG"
"CNBFAX","Sul","SC"
"XESCBS","Sul","SC"
"XFYJAW","Sudeste","RJ"
"QQUPUK","Sul","PR"
"QRXVLL","Norte","AP"
"QDAZYB","Nordeste","CE"
"NOYXSG","Nordeste","PI"
"JYEUYL","Norte","AP"
"XBEWFS","Nordeste","RN"
"FTQKKA","Sudeste","SP"
"FUHNJD","Sul","PR"
"HFJKGF","Nordeste","PE"
"ABOKPV","Norte","AM"
"VGLOON","Nordeste","PI"
"WNHZVD","Sul","PR"
"AWAYXY","Sudeste","SP"
"AWMMQE","Centro-Oeste","MS"
"LDSCYA","Nordeste","RN"
"ZEODPA","Sudeste","ES"
"TYOHWI","Sudeste","RJ"
"MLBWLC","Centro-Oeste","MS"
"TTZXQB","Centro-Oeste","MS"
"FHATCY","Sul","RS"
"FHCSIG","Norte","AC"
"COLURE","Nordeste","CE"
"UFPOEL","Centro-Oeste","DF"
"RHMZUI","Centro-Oeste","MS"
"QKGEET","Centro-Oeste","MS"
"IYJKES","Centro-Oeste","MS"
"IYPHPA","Sudeste","SP"
"OMHPTC","Sudeste","SP"
"MSDIKQ","Sudeste","MG"
"MVHLYO","Sudeste","RJ"
"TGLFUQ","Norte","AC"
"DMHYHN","Sul","PR"
"HQFOLU","Sudeste","MG"
"LRGBSN","Sudeste","RJ"
"HLEOUR","Sudeste","SP"
"UPOHUH","Norte","AC"
"EZPHCT","Centro-Oeste","GO"
"BZNBEB","Sudeste","SP"
"CUFURA","Norte","TO"
"RXHECO","Centro-Oeste","MT"
"ZCFPPO","Centro-Oeste","MS"
"ZWZGIT","Sudeste","MG"
"HIVHOE","Sudeste","RJ"
"VNUQFS","Sudeste","SP"
"BPXCEO","Sudeste","SP"
"YRCWXT","Nordeste","PI"
"LUEZAE","Norte","PA"
"EJRSRZ","Centro-Oeste","MT"
"VTTSXN","Sudeste","ES"
"MGDIMH","Sudeste","RJ"
"WUPJDK","Nordeste","BA"
"WVRAVS","Sul","RS"
"EUQSKT","Sudeste","ES"
"IFBVLP","Sudeste","MG"
"ZUPUQV","Norte","PA"
"ZGDKZA","Nordeste","RN"
"YTLCLQ","Norte","RR"
"JNDWZD","Sudeste","ES"
"CAQTZD","Norte","PA"
"IJCCJS","Centro-Oeste","GO"
"SBZSDI","Sudeste","SP"
"SKEVVT","Sudeste","MG"
"DYEYEH","Nordeste","RN"
"WHQAII","Norte","TO"
"LBFQXS","Sudeste","MG"
"LBLKRC","Sudeste","ES"
"QFGLXJ","Centro-Oeste","GO"
"TJTPTR","Norte","RR"
"EYCRDA","Norte","AP"
"UYREQV","Sul","RS"
"NNCWJF","Nordeste","BA"
"ZFMPWF","Sudeste","SP"
"BISWON","Sul","SC"
"HAIZLT","Sul","PR"
"SZLWSY","Norte","AC"
"WNDZCY","Sudeste","ES"
"DYZJDU","Sul","RS"
"TVLAVT","Norte","RO"
"ZDFWTZ","Norte","TO"
"KHEZPY","Centro-Oeste","MT"
"ZZQUWB","Sudeste","RJ"
"FBXJDR","Sudeste","SP"
"SLRFZK","Sul","SC"
"ZKGQYJ","Centro-Oeste","GO"
"PDDNRO","Sudeste","SP"
"PDXZHU","Nordeste","MA"
"ITCRMJ","Norte","AC"
"JHFRPR","Nordeste","PB"
"OGZOLI","Sudeste","SP"
"RULKBM","Norte","AM"
"XJXVDR","Sul","PR"
"XZQCSS","Sul","PR"
"LFSTGI","Norte","RO"
"WJQSWR","Sul","SC"
"ESPHWY","Nordeste","RN"
"POHCOW","Sudeste","RJ"
"UMVRJS","Sudeste","SP"
"FSMZWL","Sul","RS"
"MXKNOD","Centro-Oeste","GO"
"AFFVPF","Centro-Oeste","GO"
"GIIMAU","Nordeste","CE"
"FLDCFV","Sudeste","RJ"
"RPLLSE","Sudeste","RJ"
"HXSPHD","Sul","PR"
"EOYXJN","Norte","RR"
"FHVOLM","Sudeste","MG"
"MEKDJT","Sudeste","RJ"
"ZBMUSG","Sudeste","SP"
"WLUDUW","Centro-Oeste","GO"
"DETJCT","Sudeste","ES"
"YMUVPA","Sudeste","RJ"
"HLLOOX","Centro-Oeste","DF"
"PQYZQI","Centro-Oeste","MS"
"FFDQCE","Sul","SC"
"UETTOK","Sul","RS"
"SCTHKU","Centro-Oeste","MT"
"ICJDNV","Sul","SC"
"MDWXSJ","Centro-Oeste","GO"
"NQMEDE","Norte","AP"
"LHLGXH","Centro-Oeste","MS"
"NKKDZT","Sudeste","RJ"
"HMWERI","Sul","SC"
"OMEVWS","Centro-Oeste","MT"
"WYLAZB","Centro-Oeste","MS"
"WVKRUN","Norte","RO"
"OGEMHE","Nordeste","PI"
"QQGBPO","Sul","RS"
"NPULRH","Sudeste","SP"
"DDVCCJ","Sudeste","MG"
"UGZQSI","Centro-Oeste","MS"
"GKQFNQ","Sul","PR"
"FWCLIB","Nordeste","PE"
"VCEUPU","Sul","PR"
"ZEDJDF","Centro-Oeste","MT"
"LOQEBG","Sudeste","MG"
"LJULVB","Sudeste","SP"
"ZRSXMX","Nordeste","PB"
"ESZVRV","Sudeste","MG"
"ASUCKG","Sul","RS"
"YBMDGI","Nordeste","PB"
"IRSIZU","Centro-Oeste","MT"
"FOQVOT","Nordeste","RN"
"FRZXMA","Sudeste","ES"
"JWDCYP","Sul","PR"
"UQDCEF","Norte","AM"
"OYKXYY","Sudeste","SP"
"OMMRYI","Sul","SC"
"ONBBCI","Sul","RS"
"IPGBPE","Sul","SC"
"JJLFCW","Sul","PR"
"BZNUSA","Norte","RO"
"LWQGYY","Sul","RS"
"PFSGWH","Sul","PR"
"ORNYUI","Centro-Oeste","DF"
"YMGOFV","Sul","RS"
"ZKWARK","Sul","PR"
"EOPXOI","Sul","RS"
"OLZXUL","Sudeste","SP"
"UTOTAL","Norte","PA"
"MKQRBA","Sudeste","MG"
"MTSPJG","Norte","AC"
"MGDWUE","Norte","TO"
"JDMYSD","Norte","RR"
"EUQFVD","Centro-Oeste","MS"
"WEZBQZ","Norte","TO"
"QZOQED","Sudeste","SP"
"XSYBAS","Centro-Oeste","MS"
"DPCXIU","Sudeste","RJ"
"JTBXNQ","Centro-Oeste","GO"
"JBWSFH","Centro-Oeste","MT"
"ZENNHR","Centro-Oeste","MS"
"MLYFQT","Centro-Oeste","DF"
"YUDOOB","Sudeste","MG"
"KEUCET","Centro-Oeste","MT"
"CWFBVC","Sudeste","ES"
"PRPJMD","Norte","AC"
"IRVXFB","Sudeste","ES"
"FRRPGJ","Centro-Oeste","MT"
"QTOFSQ","Centro-Oeste","MS"
"GEDZMS","Nordeste","BA"
"HWTEST","Centro-Oeste","DF"
"MURAKI","Sudeste","ES"
"EWEEUT","Norte","RR"
"CTOTZA","Sul","RS"
"JVREPY","Sudeste","SP"
"PZYTXA","Sudeste","MG"
"QLJVGT","Sudeste","MG"
"QXGKZP","Sudeste","ES"
"ZQGJAI","Norte","PA"
"IOFGIV","Nordeste","RN"
"BIWBNP","Centro-Oeste","MS"
"SWSYPI","Centro-Oeste","GO"
"PEZQIM","Sudeste","MG"
"ZJJRSO","Centro-Oeste","MS"
"ADRWSV","Sudeste","RJ"
"BAFQIX","Sudeste","SP"
"IPKLTD","Nordeste","BA"
"FGBAAX","Nordeste","PI"
"ODURPW","Sul","PR"
"VDYMYV","Nordeste","PB"
"DAJKRO","Nordeste","CE"
"MDRJIT","Nordeste","PI"
"YHSDWZ","Sul","PR"
"XBMEOA","Nordeste","PI"
"ZCTRAE","Sul","RS"
"ZDQYEO","Nordeste","PE"
"TMXWFM","Nordeste","RN"
"MSQYMD","Centro-Oeste","MT"
"QRVNIW","Sul","PR"
"XKSCLU","Nordeste","MA"
"KSCFOV","Sul","SC"
"AYIUNB","Sudeste","MG"
"XIOVML","Sul","PR"
"UVUEMO","Sudeste","SP"
"BIAXVK","Sudeste","RJ"
"LMBCBI","Sul","SC"
"NVPMCE","Nordeste","RN"
"POWYCG","Nordeste","MA"
"RHDDLE","Sul","RS"
"FDSIEF","Sudeste","SP"
"JPNATV","Sudeste","RJ"
"FWLDOQ","Norte","RO"
"VCDHGK","Centro-Oeste","GO"
"PZWHJE","Centro-Oeste","MT"
"XMMPMM","Nordeste","MA"
"ZPUCIN","Sudeste","MG"
"ZQEAXT","Nordeste","PB"
"WPMCJC","Nordeste","PB"
"COXGQO","Sudeste","ES"
"HOYCBA","Sudeste","SP"
"OJSDAR","Norte","AP"
"DFRIFP","Sudeste","RJ"
"YNJRVA","Centro-Oeste","GO"
"KSNNYA","Norte","TO"
"KSWFWH","Sudeste","MG"
"XFHTYE","Sudeste","ES"
"IIBNAE","Sudeste","SP"
"EBWDWZ","Sudeste","ES"
"LERWUQ","Nordeste","PB"
"DIPCRK","Sudeste","SP"
"UXUPEQ","Sul","PR"
"VZHFKI","Nordeste","PI"
"PIDXFZ","Sudeste","RJ"
"IMNYCQ","Nordeste","PE"
"SQNTRO","Sul","SC"
"QNRRDS","Centro-Oeste","MS"
"JKUOVJ","Norte","AP"
"MPJWNY","Sudeste","ES"
"FDBNWS","Sudeste","ES"
"SYUODX","Nordeste","RN"
"WNUHZH","Nordeste","PI"
"XBXUHV","Sudeste","SP"
"XBXXCE","Nordeste","PB"
"FIYNUG","Centro-Oeste","MT"
"OHEGZZ","Centro-Oeste","MS"
"SUSCXS","Sudeste","RJ"
"JVGDQY","Sudeste","SP"
"QDEDFE","Sul","RS"
"AYCDFE","Sudeste","MG"
"VUUSNB","Centro-Oeste","MT"
"ZDZRDT","Nordeste","CE"
"NJBJIB","Sudeste","RJ"
"LJXMUR","Centro-Oeste","GO"
"TJXLWQ","Sudeste","RJ"
"CTPEBW","Sudeste","MG"
"FGWPPL","Norte","AC"
"IGNGAZ","Centro-Oeste","GO"
"QHXLRP","Sul","RS"
