"OrderID","BuyerID","Age"
"SJUVRY","IXIKDG,"23"
"LPPTRT","HLQIOF,"40"
"QQFQAB","IBQGOQ,"21"
"ZZHTHP","IBQGOQ,"21"
"LXFIQS","HZZHYX,"24"
"DRGJHE","IBQGOQ,"21"
"ZAACMO","AGZJRL,"28"
"BJPGHL","XONWLM,"26"
"WJNANC","IBQGOQ,"21"
"XAXXUF","ZCEMDM,"19"
"REJKMX","IBQGOQ,"21"
"HTRTFM","ULEVIS,"30"
"IVDGGZ","KKCBYR,"33"
"DOVTZP","VBXMJC,"23"
"JBKOOM","ZNHLSO,"23"
"MRMKDM","QNUPVB,"45"
"QOGGDD","HZZHYX,"24"
"TSULUL","URJKOX,"19"
"PCFCRM","IBQGOQ,"21"
"PPENNM","IBQGOQ,"21"
"RLTZCM","KZQMRX,"27"
"MMGKWQ","LDULCM,"19"
"EMFSKZ","YBULYG,"30"
"KMIMHQ","MVIANU,"27"
"KJJMRO","SVQYUZ,"25"
"XTPLCS","BEICAO,"23"
"IRAWTT","FIKSUE,"23"
"WIOUJU","GJRBCF,"30"
"ULRFVX","PASKRO,"28"
"QFOJIU","MVNWAS,"40"
"AKYXQX","IBQGOQ,"21"
"BCBNQT","AGZJRL,"28"
"VMVPCU","IBQGOQ,"21"
"DHDFDK","VBXMJC,"23"
"QYAISP","MBCLCN,"29"
"ZKUTAM","IBQGOQ,"21"
"HNOAQA","YGJRZI,"26"
"MBTQEK","OSNAKW,"23"
"MBUSSD","VCWBZM,"22"
"KDLAMI","XVGSUK,"31"
"UOCJFD","QLEMLS,"23"
"REYQGL","HJMORY,"25"
"RGGXVW","XONWLM,"26"
"YOFBIC","NTFVJH,"34"
"UWDANB","SYOPAJ,"21"
"AULVDO","YPXTCS,"29"
"VWODGG","PIHJUG,"25"
"XKBMBI","YPXTCS,"29"
"JTPKYD","XLQVJJ,"34"
"AXZECB","HSKIGZ,"26"
"DHLXAC","CYUYDR,"28"
"SXBESG","XONWLM,"26"
"MZWFGX","IBQGOQ,"21"
"ZSEBWT","ZJAHJY,"47"
"GKILYW","VCWBZM,"22"
"OEZCOC","GMZEQQ,"34"
"OFWISK","GWIIYY,"31"
"BEMREM","KKCBYR,"33"
"VORBXX","GOBPIG,"20"
"LDWMCT","AGZJRL,"28"
"AFZUNA","AHJVDR,"29"
"GDVZIQ","ECNQRO,"19"
"MQUBOV","XVGSUK,"31"
"ASGVTA","KHJSAA,"26"
"RDKDOH","VCWBZM,"22"
"IKHHJJ","KZQMRX,"27"
"AWNLGO","IBQGOQ,"21"
"KMQASD","IBQGOQ,"21"
"QLXWEV","IBQGOQ,"21"
"CDZLKQ","QXCEHR,"28"
"CGPVHP","IBQGOQ,"21"
"INRHGJ","KQUIXQ,"31"
"WOKDGL","IBQGOQ,"21"
"RYQECP","SYOPAJ,"21"
"OBIHVV","BCZZEC,"31"
"UQZBSB","KCUYCY,"29"
"LRHMLQ","PIHJUG,"25"
"GPSVMH","BMSDBE,"36"
"ELHFVM","AZRXAA,"26"
"WQDIWR","AECLWV,"20"
"SCJATL","GPIVOL,"29"
"TCLENB","ZQBMHN,"21"
"BDPAMQ","IBQGOQ,"21"
"VQLZXW","VCWBZM,"22"
"DYFYQV","IBQGOQ,"21"
"MPWEVC","AGZJRL,"28"
"CBSNIM","VBXMJC,"23"
"JNJLXC","GAKBLY,"20"
"VNRLIV","WYEFKM,"26"
"GIRTWN","HTXZDY,"27"
"PHTTWX","AGZJRL,"28"
"OWVRNX","CFISAB,"19"
"MHBIRR","HZZHYX,"24"
"AARVWQ","OSNAKW,"23"
"YPUGOL","ZXPSEP,"22"
"QBSSIH","SYOPAJ,"21"
"AJBMJM","VTOBES,"27"
"TPKYPY","CWDUBJ,"19"
"AVHFHC","IBQGOQ,"21"
"NYVXFA","KFILNW,"24"
"JBREVZ","VHHPYP,"22"
"VOWCPX","SXKNBE,"26"
"NLTRON","GMZEQQ,"34"
"LJPRED","KGKPYX,"22"
"QPDWYC","LKTINV,"24"
"COYEKF","IBQGOQ,"21"
"POJRQU","SCOZOG,"24"
"IGHVPA","BSFFLV,"22"
"RDPQYZ","HIPDJD,"25"
"JEOUGM","MOKODQ,"22"
"GQRMDL","IBQGOQ,"21"
"WTJEAU","PIHJUG,"25"
"NQSEQB","VBXMJC,"23"
"NSOHPG","GWIIYY,"31"
"IQIPGZ","ACXDGL,"26"
"MRTKOM","IBQGOQ,"21"
"VLZVEZ","DGLRHX,"24"
"VRELVH","QNUPVB,"45"
"BNSMSQ","ZGRYWE,"27"
"BCSAPJ","AGZJRL,"28"
"APRMOX","IBQGOQ,"21"
"GHZXRL","VBXMJC,"23"
"WYLLFO","IBQGOQ,"21"
"ZNVEOF","OPCTXN,"30"
"XFYGNP","QWYOTV,"23"
"JRWIZC","UDQVPV,"22"
"TBDNFH","WPWLVM,"29"
"VLACZF","IBQGOQ,"21"
"GSMLUD","IBQGOQ,"21"
"QUXDEN","IBQGOQ,"21"
"RRASPE","KCUYCY,"29"
"ESHIED","SYOPAJ,"21"
"SPLFXH","JOKCRM,"23"
"EYXKPP","EQQHIG,"19"
"LXCTFX","PIHJUG,"25"
"EFKHWU","PIHJUG,"25"
"FCJLCC","BGGVZY,"51"
"SMSWEK","VYUYOO,"24"
"XCFOIG","HBVUXI,"30"
"GSIUMF","BHPHXQ,"27"
"VTMWFR","TFYWPI,"24"
"KKCKZA","HJMORY,"25"
"SUEAJI","IBQGOQ,"21"
"YODJFX","DLAFDH,"25"
"MPDYRV","ZXAGSY,"22"
"JAYOAB","ECNQRO,"19"
"NBJMET","PIHJUG,"25"
"GJQSNQ","IBQGOQ,"21"
"GFZATY","AGZJRL,"28"
"GGUIFC","HBVUXI,"30"
"QHSLLM","WUOKPG,"24"
"FWTCXH","HILWOQ,"31"
"SXNIMD","VCWBZM,"22"
"CYNTGK","OSNAKW,"23"
"MANTXF","ZNDHVU,"25"
"WJIVPO","FOPDAH,"22"
"CDICRV","PIHJUG,"25"
"ONKWDT","IBQGOQ,"21"
"QDXGGE","QWYOTV,"23"
"TKLPQA","XLQVJJ,"34"
"CKPZQG","IGELSU,"23"
"FOGJVG","HTXZDY,"27"
"ZXDEIE","GMZEQQ,"34"
"BCJABB","SEHRQO,"19"
"TAKUBA","XONWLM,"26"
"OJYMWT","PIHJUG,"25"
"AZDVAY","HXYRCE,"24"
"QBJMCC","IBQGOQ,"21"
"JKIIQD","HQNGIU,"23"
"TBCDCH","IBQGOQ,"21"
"VQAJPI","VTOBES,"27"
"VQCQKT","QYBKJU,"28"
"NHVCUK","IBQGOQ,"21"
"JXUFTY","GEZNNI,"34"
"WIGLVU","AGZJRL,"28"
"RQKQYJ","PIHJUG,"25"
"SPTBTV","QNUPVB,"45"
"PNQKXN","PVWICZ,"27"
"JJSGTB","HBVUXI,"30"
"JKBOBI","SYOPAJ,"21"
"ZKRTMU","PIHJUG,"25"
"DLBVSY","BMOXVG,"23"
"AMIYSJ","ZXAGSY,"22"
"HACJXG","ADSGVB,"23"
"GRBXQF","AGZJRL,"28"
"IMIRMO","VTOBES,"27"
"FTHBNO","HZZHYX,"24"
"SJHXIX","EJXNRL,"24"
"HFXWJW","ZQBMHN,"21"
"BHDBTD","SYOPAJ,"21"
"IFFKKF","IBQGOQ,"21"
"KKXIEL","SAOZMB,"30"
"DBEZAG","JMQDXF,"28"
"NOMCMW","OQALBK,"25"
"NZCKXS","UOFBMT,"37"
"SKIKQX","HZZHYX,"24"
"ZUMPPD","GEZNNI,"34"
"LDYJHT","GAKBLY,"20"
"LOSQEW","IBQGOQ,"21"
"TYVMYA","ZGPOTY,"48"
"UFCNTP","PNYOTP,"25"
"REMTUC","GWIIYY,"31"
"JHXNAM","IBQGOQ,"21"
"IRLPJN","AGZJRL,"28"
"FOPDOX","FOPDAH,"22"
"DPOAZX","DPKUTY,"26"
"GHEEWX","ECWPWX,"28"
"UCIWCS","MVIANU,"27"
"ROYMIK","MZHHQC,"29"
"CWKDZW","HYGREC,"79"
"PSJWJU","FKEGJS,"20"
"YJDABU","QWYOTV,"23"
"XGBEHJ","AGZJRL,"28"
"RXMRVV","VCWBZM,"22"
"VDMZEH","NKQUMA,"50"
"WDPSVE","RHXCDG,"31"
"WMHOWB","CCQPLJ,"25"
"SRWSOK","ZGPOTY,"48"
"SRGWNT","VKSWMK,"26"
"RJBXXD","AECLWV,"20"
"QMRMUJ","VHHPYP,"22"
"RCYEEN","VZJMDG,"26"
"ULTPQQ","QWYOTV,"23"
"XEXRLI","CFEYAH,"20"
"JNKAMS","VCWBZM,"22"
"HNZEIF","VNEKVS,"22"
"MBYSTU","KKCBYR,"33"
"GSEWMB","IBQGOQ,"21"
"WRZPUP","OJNMAB,"29"
"RQVNZS","AGZJRL,"28"
"CXOPAV","MCSTBS,"25"
"YNZGTC","PWFTXY,"24"
"MOVUHM","ZQBMHN,"21"
"MPZUEV","QNUPVB,"45"
"ZKURWI","ZQBMHN,"21"
"SYYFFG","JMQDXF,"28"
"ATNJEE","IBQGOQ,"21"
"AAFYSW","PIAKAC,"28"
"HCTGCU","VBXMJC,"23"
"IEVBHE","URJKOX,"19"
"JYRIWT","OSNAKW,"23"
"JYUOFG","IBQGOQ,"21"
"VKCOYO","HDNKJJ,"21"
"TCZXXJ","VBXMJC,"23"
"MXXUJX","OQALBK,"25"
"NLGAUJ","WUOKPG,"24"
"XQRSTW","CJISFP,"28"
"PCJAJC","FELCTK,"27"
"POCXTR","HJONBL,"28"
"CWHWAI","CYUYDR,"28"
"BXWXTI","SUAHLV,"26"
"UJOAUF","WJTHES,"37"
"OFVJRG","IONTQH,"25"
"MQNZGS","AECLWV,"20"
"TKPUJX","IBQGOQ,"21"
"ZMBTPS","AGZJRL,"28"
"RADQZW","IBQGOQ,"21"
"RBFYAW","PUGKZF,"20"
"PBSXDF","PASKRO,"28"
"IYSWXT","VICSLN,"30"
"IPCMEM","YAVZTM,"23"
"QSLNWB","GYOGYX,"21"
"XDPIRD","AGZJRL,"28"
"UBDGNM","XLQVJJ,"34"
"GWHFAF","XLQVJJ,"34"
"VEYGEJ","XONWLM,"26"
"BUEDEP","GOBPIG,"20"
"AZJEKL","SYOPAJ,"21"
"UPEQJU","JMQDXF,"28"
"WHQHFM","IBQGOQ,"21"
"EGVOQG","VCWBZM,"22"
"XNEKCG","PIHJUG,"25"
"WRVXOD","ECWPWX,"28"
"MTQQHD","PASKRO,"28"
"XFVANO","VCWBZM,"22"
"BDCISP","ZZVPGD,"23"
"UXEVKT","XLQVJJ,"34"
"AESUYX","AGZJRL,"28"
"HNZBIJ","CCQPLJ,"25"
"LBTDWJ","HQFPSM,"22"
"LURHQB","SYOPAJ,"21"
"KVXJQL","DABOVU,"24"
"OLOPZA","MHFZTU,"24"
"DCIOMF","IBQGOQ,"21"
"UWSGFZ","IBQGOQ,"21"
"CQDLGS","IBQGOQ,"21"
"VZKGEF","VZJMDG,"26"
"RNDWLC","SYOPAJ,"21"
"VAVGJU","UBMZTX,"24"
"IUHPDD","QJCMEI,"59"
"JGOOMV","SYOPAJ,"21"
"RVFQLG","XONWLM,"26"
"STWKBB","GEZNNI,"34"
"YANDWO","ZQBMHN,"21"
"ZSZKCO","VBXMJC,"23"
"FBIRBZ","SEHRQO,"19"
"MJIBGW","AGZJRL,"28"
"HSTKNE","HJONBL,"28"
"FORLEC","HTWEPP,"20"
"JTHCFZ","IONTQH,"25"
"CYXORX","VBXMJC,"23"
"WJPKID","PIHJUG,"25"
"IDMFJC","GQABEN,"24"
"TFIWUX","PVWICZ,"27"
"BMTRRJ","IBQGOQ,"21"
"MMIAOG","TJPGDD,"24"
"OVNPXC","KHFUTO,"24"
"JWZMFM","ODFRJR,"28"
"RWXNEZ","DBRHVI,"33"
"RXEUPE","IBQGOQ,"21"
"MDWOQE","WUOKPG,"24"
"LVOZGE","NWTTDQ,"28"
"AKRUAC","CWDUBJ,"19"
"HCICRT","SBULBE,"31"
"KOFUKA","HYGREC,"79"
"XWERWF","ZQBMHN,"21"
"TOAKDF","QWYOTV,"23"
"RREMJQ","DWCVUK,"26"
"YJXONG","IBQGOQ,"21"
"EZGYRJ","WPWLVM,"29"
"TZBFXB","XVGSUK,"31"
"BWIYLN","IBQGOQ,"21"
"KQQWRN","ALUULS,"47"
"KRFSDF","KKCBYR,"33"
"AXDPEJ","KZQMRX,"27"
"BLTNNI","MGLLPL,"20"
"BYADSX","HTXZDY,"27"
"FEXFHK","JQZPEH,"24"
"NAHGMJ","HDNKJJ,"21"
"GJOJLC","VMQTEI,"25"
"OYUCJM","MGLLPL,"20"
"EIRMZQ","HTXZDY,"27"
"IZUUAR","RFOFKJ,"28"
"TJKDRD","OSNAKW,"23"
"TTQGXC","IBQGOQ,"21"
"ISUFRH","AGZJRL,"28"
"TFCGDX","QYBKJU,"28"
"MMHMEX","NWTTDQ,"28"
"ACBDEP","GEZNNI,"34"
"CCVXNU","XONWLM,"26"
"CDBZOL","GOBPIG,"20"
"OYSHOV","IXGPIB,"21"
"UYQTPC","OSNAKW,"23"
"KBFSPO","KTUJOS,"29"
"ALMUUW","VBXMJC,"23"
"HBODTC","ECWPWX,"28"
"ZJIGBA","FOPDAH,"22"
"HENAEC","APBKGB,"19"
"WQXEHC","HZZHYX,"24"
"WYIGVC","IBQGOQ,"21"
"ZOTKZY","HXYRCE,"24"
"BZBOXL","AGZJRL,"28"
"UKQTDH","KGKPYX,"22"
"VQIWWP","IBQGOQ,"21"
"LGNZUP","IBQGOQ,"21"
"SNBLHN","PASKRO,"28"
"XTHGKP","BSFFLV,"22"
"XBLFGZ","ALUULS,"47"
"KVKDJO","UFQHFN,"21"
"NTNMBW","HTXZDY,"27"
"AUDBGU","OOAKSA,"23"
"EUFWAA","RFOFKJ,"28"
"OHXTZC","GEZNNI,"34"
"XKSIRK","UNPYVG,"22"
"EGGUAM","HLQIOF,"40"
"ZIAEPJ","ZCEMDM,"19"
"MNOZTI","IBQGOQ,"21"
"NOLYQF","KGKPYX,"22"
"HSWSDL","KJXEPP,"26"
"BZUMEN","BCSYYS,"27"
"FEUPVB","JFGXZU,"23"
"UIYZWU","FFZZUQ,"27"
"GMDHQR","IBQGOQ,"21"
"ZEJGMB","UBMZTX,"24"
"LBIRQH","OPCTXN,"30"
"ROMGUZ","IJCHVX,"25"
"YFYFWZ","VBXNZN,"22"
"TTRFAL","WCSXXP,"21"
"YSWHEG","IBQGOQ,"21"
"KEOMQF","IBQGOQ,"21"
"AGFHZN","NWTTDQ,"28"
"ZXNKIF","RTWZDL,"23"
"LSJPYZ","IBQGOQ,"21"
"NELHLZ","ZQBMHN,"21"
"WGXKAV","KKCBYR,"33"
"IPIFJT","ZTNPLB,"25"
"INHZLV","IBQGOQ,"21"
"WQZWYE","WUOKPG,"24"
"YKVQIH","HQNGIU,"23"
"CMLWHR","BSFFLV,"22"
"SCKUNF","HQFPSM,"22"
"CZXDZP","HAXWYI,"30"
"AYANEA","SYOPAJ,"21"
"JYZPHD","CYUYDR,"28"
"YNZXTM","ZFJTWJ,"24"
"GJFIFY","SXKNBE,"26"
"XVPQZF","HJMORY,"25"
"LTIBPP","IBQGOQ,"21"
"XZQFXP","KKCBYR,"33"
"KZGQUN","GJRBCF,"30"
"KZIHJY","APVZKW,"35"
"FCHUSB","NSXHFN,"24"
"OPHXME","JQZPEH,"24"
"SZBFHW","IONTQH,"25"
"LJZUVV","IBQGOQ,"21"
"LLOJUJ","IBQGOQ,"21"
"VUOXLU","PKRLKU,"25"
"EAYJBN","VCWBZM,"22"
"LOANCJ","WNBPWN,"23"
"CYMPYT","KZQMRX,"27"
"PGDEPR","ZZWGQV,"21"
"WFQHXV","CWDUBJ,"19"
"CWEAHH","ZZIFDE,"24"
"UEXWPR","GEZNNI,"34"
"XALFEB","KZQMRX,"27"
"JIUCJM","MGLNDJ,"23"
"VXXAWQ","PIHJUG,"25"
"VYFPHG","QWYOTV,"23"
"ONSKVG","EQQHIG,"19"
"SPEKUL","AECLWV,"20"
"MINIAT","TXMIXW,"21"
"KPVGYA","QWYOTV,"23"
"PPHTYX","ZXPSEP,"22"
"PPNZCX","IBQGOQ,"21"
"RMNSAQ","IBQGOQ,"21"
"AMWVVT","MZHHQC,"29"
"GYWNRH","ATYJJE,"28"
"TGSTXQ","KHFUTO,"24"
"ODUXEB","VBXMJC,"23"
"MMULVX","EJSMAT,"23"
"SFXITI","MZHHQC,"29"
"FUROHM","UBMZTX,"24"
"EEEHCA","GPIVOL,"29"
"JDSQRS","ACFBCN,"24"
"ATVVDB","KCUYCY,"29"
"CKAZTL","HSKIGZ,"26"
"ZUOXCC","IBQGOQ,"21"
"VKLBEG","OPCTXN,"30"
"TDCMSG","KZQMRX,"27"
"VPDIZU","AGZJRL,"28"
"KBZDKD","KKCBYR,"33"
"NUYMRV","HBVUXI,"30"
"LAILPO","YEPJTY,"28"
"TTSBTD","HBVUXI,"30"
"HZLYZN","UBSJFL,"25"
"HTTAFS","MVIANU,"27"
"FNWFIA","IKODSL,"32"
"GHWXKL","WUOKPG,"24"
"XMOHKM","HNCBSO,"21"
"KHXVNO","OHADAR,"20"
"OOAAGM","OSNAKW,"23"
"CGUODW","VCWBZM,"22"
"UUSSYI","IBQGOQ,"21"
"YKRIOM","MGLLPL,"20"
"YCXLCW","GOBPIG,"20"
"ECIJMP","AGZJRL,"28"
"VDWODF","BGGVZY,"51"
"YWYYSH","IWPTYL,"25"
"ADKLWL","OVVCAR,"30"
"HYUFGB","KKCBYR,"33"
"XSEIKT","YBULYG,"30"
"JOFLOX","VTOBES,"27"
"AMLCSS","IBQGOQ,"21"
"WQMBUK","KCUYCY,"29"
"SQWLDB","XBDXHB,"21"
"XKZIBM","CYUYDR,"28"
"RFRLCO","IBQGOQ,"21"
"KQPYLJ","XLQVJJ,"34"
"BLFCGM","GPIVOL,"29"
"YOAGFU","IBQGOQ,"21"
"UVXKPP","LYGAYW,"21"
"HFLOIO","IBQGOQ,"21"
"FYHBYP","ACXDGL,"26"
"IEFKDN","IBQGOQ,"21"
"LPSWUW","XLQVJJ,"34"
"TZOMMZ","IBQGOQ,"21"
"AIYYAB","HBVUXI,"30"
"TIZTXE","WQPIKW,"22"
"VAQQPV","AGZJRL,"28"
"VJXWQY","QEUHKZ,"25"
"BOVKQW","VKSWMK,"26"
"DTJWIH","APBKGB,"19"
"PCFWAK","IBQGOQ,"21"
"RLTAYW","GJRBCF,"30"
"HZIIQZ","AECLWV,"20"
"IUZIMO","XVGSUK,"31"
"JSHDUL","TWDZMV,"25"
"OFEEUW","VRHPRZ,"27"
"SHDXQK","IJCHVX,"25"
"WDEEMV","DLAFDH,"25"
"AOHIRP","AGZJRL,"28"
"KLSQOD","THDIJM,"24"
"CHJKEJ","KZQMRX,"27"
"RPRLCQ","IBQGOQ,"21"
"VDPHMZ","ZTNPLB,"25"
"NIMMHO","IBQGOQ,"21"
"AHHGXS","IBQGOQ,"21"
"ALWLDE","KQUIXQ,"31"
"ZIRNXW","KJXEPP,"26"
"ZIXCZH","VZJMDG,"26"
"YKGVAF","UFQHFN,"21"
"YLLFHA","NSFOQF,"27"
"IXKLYL","VZJMDG,"26"
"ULVVQD","KKCBYR,"33"
"XFRCLD","SXKNBE,"26"
"QFXZRZ","ZCEMDM,"19"
"TJEIPF","AGZJRL,"28"
"MONCLC","BCZZEC,"31"
"UHKICO","OSXFLC,"20"
"QJMJAV","ZGPOTY,"48"
"VJNVEF","VBXMJC,"23"
"TMNUPF","IBQGOQ,"21"
"MHBTIX","NWTTDQ,"28"
"MHGWKK","ZSCEAP,"20"
"DQITWE","ACRPHR,"25"
"FXOBJW","SWBCYV,"24"
"RUOEIL","GAKBLY,"20"
"BVBDOS","VCWBZM,"22"
"TIESPH","SYOPAJ,"21"
"UZZOIB","IBQGOQ,"21"
"TYFMMX","MWYBBL,"23"
"SVFUCV","IBQGOQ,"21"
"GGVYZD","ZGPOTY,"48"
"QIBWPD","CFEYAH,"20"
"DPQDIX","CWDUBJ,"19"
"FVBIRQ","XONWLM,"26"
"FVSQZL","GEZNNI,"34"
"EDDYPT","QYBKJU,"28"
"THWPJW","XVGSUK,"31"
"RTNKUA","THDIJM,"24"
"RBBDEN","YPXTCS,"29"
"KPBOKD","JWRENF,"21"
"KPVUWB","QIWJXK,"23"
"BWZDBE","WVZJUH,"28"
"JDVVWX","YMLYSY,"23"
"NQTTIW","ASSNJO,"24"
"NSCCFJ","QYBKJU,"28"
"WIDCCJ","IBQGOQ,"21"
"QTPYLO","KZQMRX,"27"
"UCIHDD","OVVCAR,"30"
"EXULYY","SYOPAJ,"21"
"HBZBME","SVQYUZ,"25"
"LMSLHM","WUOKPG,"24"
"BAOVBR","ZGRYWE,"27"
"YMZCEI","CWDUBJ,"19"
"WTHMDQ","IBQGOQ,"21"
"QATYYH","ZQBMHN,"21"
"RWUMRK","IBQGOQ,"21"
"ZVLVSC","VCWBZM,"22"
"BSXRTU","MGLNDJ,"23"
"LVACPG","SYOPAJ,"21"
"LZTNDU","PVWICZ,"27"
"MABKME","KHFUTO,"24"
"TNRLGA","OJNMAB,"29"
"RCPLNJ","XONWLM,"26"
"UDONIL","KHFUTO,"24"
"UDUUTA","IBQGOQ,"21"
"QGLANH","XONWLM,"26"
"TBKWUO","WCSXXP,"21"
"QJEPAL","IBQGOQ,"21"
"JNEWRX","HOMVOR,"20"
"HNEHLN","MVIANU,"27"
"KNHROG","QWYOTV,"23"
"KNIYRV","IBQGOQ,"21"
"UTIVOI","IBQGOQ,"21"
"NYIWQY","HZZHYX,"24"
"UVSRUA","PPDXUE,"25"
"FDGIIK","SYOPAJ,"21"
"CBGYXL","IBQGOQ,"21"
"CBWZJZ","APBKGB,"19"
"OPAEVD","KHFUTO,"24"
"SGOTKP","UFQHFN,"21"
"OWLAHA","KHUVDD,"36"
"MGMSFE","GJRBCF,"30"
"FTVKOA","GAKBLY,"20"
"JDNMHK","HIPDJD,"25"
"WBQXCA","ECWPWX,"28"
"FNPDZM","EJSMAT,"23"
"JPGUXX","WVZJUH,"28"
"UJTOEH","HTXZDY,"27"
"BFMLDK","IWFGVQ,"35"
"NHDHJB","HNCBSO,"21"
"MJQMMC","VHHPYP,"22"
"EPLYAN","RPLPLU,"29"
"TTLVOJ","TTTGQS,"24"
"KPMNHC","IBQGOQ,"21"
"FHYAMR","IBQGOQ,"21"
"CWRWHY","XONWLM,"26"
"ELXUPF","AKMPGH,"35"
"UOYBOX","HIDWCD,"25"
"QXFJSI","SYOPAJ,"21"
"QXRAVF","PIHJUG,"25"
"CERPPL","IBQGOQ,"21"
"MIOHLC","VBXMJC,"23"
"SHSZFA","PRWLNV,"24"
"RXVEMV","MZHHQC,"29"
"SARBGD","WZUZTB,"25"
"UQJIJR","HTXZDY,"27"
"HOVYFX","AGZJRL,"28"
"YMTXCI","WFXSSF,"29"
"XNWNLI","UFQHFN,"21"
"SQGWYN","GYOGYX,"21"
"MYRYFM","ZQBMHN,"21"
"MZASBN","COGIHS,"21"
"ZFKPLB","IONTQH,"25"
"VRXJOO","THDIJM,"24"
"MPSMDD","VCWBZM,"22"
"JAQVEW","NFGVID,"31"
"VIYOHO","QWYOTV,"23"
"BQQJCE","APVZKW,"35"
"NKWBJU","IBQGOQ,"21"
"ADYROH","HXYRCE,"24"
"MXCZOR","SYOPAJ,"21"
"UABZVC","QYBKJU,"28"
"KDGKSZ","ZCHAZG,"39"
"NPTDHZ","IWPTYL,"25"
"KQVEYN","IBQGOQ,"21"
"QZJORK","ECWPWX,"28"
"SIWNUQ","DLAFDH,"25"
"WCNPGN","KJXEPP,"26"
"CIYMPU","SYOPAJ,"21"
"CJTVGP","KKCBYR,"33"
"MWKVSY","WJVEOS,"23"
"YPWRPV","KKCBYR,"33"
"WFKTWP","IBQGOQ,"21"
"DBVQIR","VCWBZM,"22"
"NCJDIR","PIRHFH,"31"
"IURAPA","OVVCAR,"30"
"JDWHFH","AGZJRL,"28"
"BFMIQB","MWYBBL,"23"
"PJSDDC","YHJPVE,"25"
"LOHSLB","VZJMDG,"26"
"CZGUDE","REGTFM,"20"
"MHYLAC","NAYFSY,"37"
"MJLSOK","IBQGOQ,"21"
"ROCULR","IBQGOQ,"21"
"YJOCAI","GOBPIG,"20"
"YBUMKS","BMOXVG,"23"
"IROVYG","RLLUMN,"29"
"VRBHNZ","XVGSUK,"31"
"GKVLFK","ZTNPLB,"25"
"ZBZXKL","PIHJUG,"25"
"XXJMPT","IXZWGK,"23"
"LWVLTW","LZHEVT,"21"
"PXIRDS","HQFPSM,"22"
"XNFYSQ","VCWBZM,"22"
"KGJHGD","WEPYNP,"21"
"PMGBTM","AGZJRL,"28"
"PNOJLL","IBQGOQ,"21"
"QMPMNA","YONKEE,"23"
"SCMGTY","YAVZTM,"23"
"EGHIXQ","IBQGOQ,"21"
"UHDIGD","PIHJUG,"25"
"OOCPVT","PDJIOD,"24"
"ZKRHBN","JPDPGO,"23"
"VZQJIH","IWFGVQ,"35"
"GUKSJH","SXKNBE,"26"
"ATWZVW","QNUPVB,"45"
"QRYLWK","ZXAGSY,"22"
"VGOKHX","IBQGOQ,"21"
"KDETVP","KKCBYR,"33"
"KDGDHW","IQXMUM,"31"
"AXLKUK","IBQGOQ,"21"
"VHJWCT","TIORPD,"30"
"VYCJSM","SUJYOQ,"32"
"FSYBCW","XVGSUK,"31"
"VUIQOL","SYOPAJ,"21"
"CVBAGV","URJKOX,"19"
"KBRPXU","XONWLM,"26"
"LNQUQM","IBQGOQ,"21"
"IQTXRO","GOBPIG,"20"
"ZMGVQU","IBQGOQ,"21"
"YUMXRE","BVALQU,"26"
"CLETNM","JZFBRV,"28"
"IFRVQP","VBXMJC,"23"
"VXGEZQ","APBKGB,"19"
"LNBVTF","IBQGOQ,"21"
"SRJYQI","PKKQWZ,"27"
"XLQPHS","IBQGOQ,"21"
"CHHXRU","HSKIGZ,"26"
"MJQSMU","MZHHQC,"29"
"IQHNKH","IBQGOQ,"21"
"TGZNJI","BMOXVG,"23"
"ZWADSS","OPCTXN,"30"
"ODRMWE","IBQGOQ,"21"
"SWAJGC","KHFUTO,"24"
"AGUBGL","KKCBYR,"33"
"YWWDCY","IONTQH,"25"
"QUVWBJ","JPDPGO,"23"
"MSMTPB","ZXOSMM,"33"
"IWBOWL","LWQNRX,"57"
"IPORKD","RRFNTP,"29"
"UKVSMN","XLQVJJ,"34"
"IBEGJU","WEPYNP,"21"
"HXWCXU","AGZJRL,"28"
"OOCHNB","OSNAKW,"23"
"OOHNFI","RPLPLU,"29"
"GIYHKC","VZJMDG,"26"
"WIXGAY","BEICAO,"23"
"NTAXSC","CWDUBJ,"19"
"GOKMII","QWYOTV,"23"
"SJFUOP","GOBPIG,"20"
"YOGKPQ","WUOKPG,"24"
"NFDLAJ","OBDIJP,"26"
"WNQXBY","IBQGOQ,"21"
"QIHXHD","FELCTK,"27"
"KBMXBO","HQNGIU,"23"
"KCGFNS","PCCZHT,"21"
"MLLKHF","PVWICZ,"27"
"PUUOIL","QDUDRB,"23"
"UKDPYT","ZFJTWJ,"24"
"BFKAWP","BMOXVG,"23"
"VAKSVC","SYOPAJ,"21"
"PJADQT","QEUHKZ,"25"
"AFIZUE","QYBKJU,"28"
"AGBKAK","HIPDJD,"25"
"IQGCWX","ZXPSEP,"22"
"RLSXYJ","VOOKUC,"27"
"ASXINT","VHHPYP,"22"
"HZITWX","GOBPIG,"20"
"SEGNTX","LXMJDN,"23"
"AWHBIE","ZOPCTE,"22"
"JWWKOM","VBXMJC,"23"
"GHQUTN","IBQGOQ,"21"
"EMWOCJ","AGZJRL,"28"
"QKQJMM","IBQGOQ,"21"
"LBNXUI","VHHPYP,"22"
"XTIREN","QWYOTV,"23"
"HBIXLQ","HQNGIU,"23"
