"OrderID","DeviceName","DeviceType"
"DPWNCW","iPhone","iPhone"
"KJXQTO","iPad","iPad"
"QRHUOD","iPhone","iPhone"
"VGVFGH","Desktop Mac","Desktop"
"VGYYLW","Android Tabled","Android (Tablet)"
"YPYOAW","Desconhecido","Desconhecido"
"WXEINB","Desktop Mac","Desktop"
"FRUQPA","Desktop Windows","Desktop"
"FSEZME","Desktop Mac","Desktop"
"TIHYEQ","iPhone","iPhone"
"BIKYAW","Desktop Windows","Desktop"
"TJSBHF","iPhone","iPhone"
"QOFXXV","iPhone","iPhone"
"QOKLWE","Android Phone","Android"
"FHKDSY","Desconhecido","Desconhecido"
"FHUZQA","Desconhecido","Desconhecido"
"ISMAKI","Desconhecido","Desconhecido"
"MIXHHP","iPad","iPad"
"XUHWNH","Desktop Mac","Desktop"
"WPOAAC","iPad","iPad"
"UCDACY","iPhone","iPhone"
"GDYNZU","Desconhecido","Desconhecido"
"MRPQEP","Desktop Windows","Desktop"
"PEXPZL","Android Tabled","Android (Tablet)"
"AKYUBS","iPhone","iPhone"
"VRKQRY","Android Phone","Android"
"TXDGHL","Android Phone","Android"
"CCZTQS","Desktop Windows","Desktop"
"KIOACC","Desconhecido","Desconhecido"
"KUNWMB","iPad","iPad"
"PYJWBY","Android Phone","Android"
"DNEYJS","iPad","iPad"
"UZEFFQ","Desktop Mac","Desktop"
"KAPUIX","Desconhecido","Desconhecido"
"ZEZTCH","Desktop Windows","Desktop"
"FDITHI","Desktop Windows","Desktop"
"PEPRIM","Android Tabled","Android (Tablet)"
"XSEFKT","Desktop Windows","Desktop"
"ZSUWNB","iPhone","iPhone"
"GVBYBG","iPad","iPad"
"TUFDXP","Android Tabled","Android (Tablet)"
"LYPWMD","Android Phone","Android"
"XZZKAX","iPhone","iPhone"
"CXTOCT","Desktop Windows","Desktop"
"NPFTGR","Desktop Mac","Desktop"
"KZXEGD","iPad","iPad"
"TSICAX","Android Tabled","Android (Tablet)"
"ITFUMW","Android Tabled","Android (Tablet)"
"VWTACY","Desconhecido","Desconhecido"
"SUQTTF","Android Tabled","Android (Tablet)"
"YQPZCA","Desconhecido","Desconhecido"
"ZZIBEY","Desktop Windows","Desktop"
"EFCYCU","iPad","iPad"
"LOSUFP","Android Tabled","Android (Tablet)"
"UBJFIX","iPhone","iPhone"
"GENOYR","Android Tabled","Android (Tablet)"
"TJKLYF","Android Phone","Android"
"MUIIHN","Desktop Windows","Desktop"
"MXHABA","Desconhecido","Desconhecido"
"MDGVKB","iPad","iPad"
"LNBBKH","iPad","iPad"
"YNNDEN","Desktop Mac","Desktop"
"WTUSNM","iPhone","iPhone"
"UPLIWG","Desktop Windows","Desktop"
"WOYHHS","iPad","iPad"
"WPJTAU","Android Phone","Android"
"BTDWGP","Desktop Mac","Desktop"
"AKICTE","Desktop Windows","Desktop"
"LZMMKI","Desktop Mac","Desktop"
"HBMXRS","iPad","iPad"
"DMCSIK","Android Phone","Android"
"ORPLGZ","Desktop Mac","Desktop"
"WXYKGC","Android Tabled","Android (Tablet)"
"ZPGMII","iPad","iPad"
"PQHMOM","Desconhecido","Desconhecido"
"JKHEXW","Android Tabled","Android (Tablet)"
"UEUPKF","iPad","iPad"
"JQGXJB","Android Phone","Android"
"BQBPUM","Android Tabled","Android (Tablet)"
"DKOHGD","Desktop Windows","Desktop"
"DVUPJN","Android Tabled","Android (Tablet)"
"KUROWS","iPhone","iPhone"
"EJYHRS","Desktop Mac","Desktop"
"RKILDX","Android Phone","Android"
"KQOEMU","Android Phone","Android"
"YPFISI","iPhone","iPhone"
"UWOZHT","iPhone","iPhone"
"MORZAB","Desktop Windows","Desktop"
"MPSNUJ","Desconhecido","Desconhecido"
"DZSSUJ","Android Tabled","Android (Tablet)"
"SJCQGP","Desconhecido","Desconhecido"
"EUZJYL","iPad","iPad"
"VHBRKB","Android Tabled","Android (Tablet)"
"ZYWXIO","Desktop Windows","Desktop"
"BWDZZM","Android Tabled","Android (Tablet)"
"KRXUHF","Android Tabled","Android (Tablet)"
"LOBFNO","Android Tabled","Android (Tablet)"
"LLOOLP","Android Tabled","Android (Tablet)"
"ZRSOYJ","iPad","iPad"
"FBILDE","Desconhecido","Desconhecido"
"BFEKKF","Android Phone","Android"
"VOQCKF","Android Tabled","Android (Tablet)"
"PJLTSY","iPad","iPad"
"AFYQUJ","Desktop Windows","Desktop"
"MCUSLY","iPhone","iPhone"
"DKBOBC","Android Phone","Android"
"RLLRTO","Android Phone","Android"
"REDWGV","Desconhecido","Desconhecido"
"JHTZUP","Android Tabled","Android (Tablet)"
"FDMNFT","iPhone","iPhone"
"FEBPBD","iPad","iPad"
"FPCSBT","Desconhecido","Desconhecido"
"WGVKSQ","Android Tabled","Android (Tablet)"
"WGXRQX","Desktop Mac","Desktop"
"KJJAIS","iPhone","iPhone"
"EZVKXJ","Android Tabled","Android (Tablet)"
"PRYNGI","iPad","iPad"
"RLIQME","iPad","iPad"
"ORQEAV","Desktop Mac","Desktop"
"ACLBXL","Desconhecido","Desconhecido"
"JXLBNY","Android Phone","Android"
"KXRZNC","iPad","iPad"
"GQERXK","Android Phone","Android"
"KLNTJV","Android Tabled","Android (Tablet)"
"OEIAKW","Desconhecido","Desconhecido"
"KBDMPG","Desktop Mac","Desktop"
"ZCHMJM","iPad","iPad"
"ZXZIZG","Desktop Mac","Desktop"
"MMHDVP","iPad","iPad"
"OIHMIH","Desconhecido","Desconhecido"
"URWFZB","iPhone","iPhone"
"RQQFZX","Android Tabled","Android (Tablet)"
"CFDCNT","iPad","iPad"
"RCYTGP","Desktop Mac","Desktop"
"EYHDYO","iPad","iPad"
"YVJQGQ","Android Phone","Android"
"VIGJAO","iPhone","iPhone"
"RNTCKL","Desconhecido","Desconhecido"
"BBTLVP","Desconhecido","Desconhecido"
"DKTHKP","iPad","iPad"
"IMZHQU","iPhone","iPhone"
"OKZMJZ","iPad","iPad"
"ISZGGN","Desktop Windows","Desktop"
"HFJRVF","Desconhecido","Desconhecido"
"IFDDPT","Android Tabled","Android (Tablet)"
"QRLQZR","Desktop Windows","Desktop"
"VHBAGQ","Desktop Mac","Desktop"
"JYMCMI","iPad","iPad"
"YZBGJG","Desconhecido","Desconhecido"
"PGGDQM","Android Phone","Android"
"XOUIWN","Desconhecido","Desconhecido"
"JIXXIX","Android Tabled","Android (Tablet)"
"CAQSGJ","iPad","iPad"
"IJOFSX","Desktop Windows","Desktop"
"FPMGTN","Desconhecido","Desconhecido"
"JEDYVA","Desktop Windows","Desktop"
"UKAPAD","Desktop Windows","Desktop"
"OYXKEA","iPhone","iPhone"
"IZCRYI","iPad","iPad"
"XTIUEV","Desktop Windows","Desktop"
"UCITWP","Desktop Mac","Desktop"
"QESZRE","Desconhecido","Desconhecido"
"CLCAFA","iPad","iPad"
"MYFEVB","Desktop Windows","Desktop"
"LZTKES","iPad","iPad"
"ZILENF","iPhone","iPhone"
"ZJGZMA","Android Tabled","Android (Tablet)"
"WLNHZA","iPad","iPad"
"QXBDLV","iPad","iPad"
"QFUAUW","Desktop Mac","Desktop"
"JQRGCR","iPhone","iPhone"
"IBIBSU","Android Phone","Android"
"RXBWGP","Desconhecido","Desconhecido"
"EBVXXI","Android Tabled","Android (Tablet)"
"ODYEPQ","Android Phone","Android"
"JAVLXZ","Android Phone","Android"
"XBTFFK","Desktop Windows","Desktop"
"DLKEUS","Desktop Mac","Desktop"
"KOMOCY","Android Tabled","Android (Tablet)"
"IMLTZZ","iPad","iPad"
"CNXJMW","iPhone","iPhone"
"AAAANJ","Desconhecido","Desconhecido"
"EUIWOO","Desktop Windows","Desktop"
"VGPJNL","iPhone","iPhone"
"XJNUAV","Android Phone","Android"
"YNUEIH","Desconhecido","Desconhecido"
"HZFBSZ","Desconhecido","Desconhecido"
"GJXAZL","Android Phone","Android"
"VVGAPI","iPad","iPad"
"VANJIR","iPhone","iPhone"
"VBXCPC","iPhone","iPhone"
"NIUZFS","Android Phone","Android"
"XZFQSU","Desktop Mac","Desktop"
"XZJMAB","Desktop Windows","Desktop"
"NVIXVO","Desktop Mac","Desktop"
"MRFQTN","Android Tabled","Android (Tablet)"
"RTCAOI","iPhone","iPhone"
"RTFXTS","Desktop Mac","Desktop"
"RMFMPR","Android Phone","Android"
"JCMTMW","Desktop Windows","Desktop"
"YDDAPL","Android Tabled","Android (Tablet)"
"DNZSQS","iPhone","iPhone"
"TFPHIW","Desktop Windows","Desktop"
"ACXLII","iPhone","iPhone"
"XMWEUC","Desktop Windows","Desktop"
"GTEGFT","Desktop Windows","Desktop"
"HJEIJT","Desconhecido","Desconhecido"
"BBVJST","iPhone","iPhone"
"TWIJOO","Desktop Mac","Desktop"
"AMWXMM","iPad","iPad"
"GRKQKJ","Android Phone","Android"
"UDUTPJ","iPhone","iPhone"
"UIQXAN","Android Tabled","Android (Tablet)"
"FQIKZG","iPhone","iPhone"
"ZKTSMD","Android Phone","Android"
"PUDMPV","Desktop Windows","Desktop"
"ZSZEOH","Desktop Windows","Desktop"
"GFPPUM","Android Phone","Android"
"AUIJZZ","Android Tabled","Android (Tablet)"
"KJPUTI","Desconhecido","Desconhecido"
"AREHXN","Desktop Mac","Desktop"
"NFWRQV","Desconhecido","Desconhecido"
"TRZVAC","Android Phone","Android"
"UHBPCQ","Android Phone","Android"
"VHVXNL","iPad","iPad"
"PJNAEQ","iPhone","iPhone"
"VCGVUS","Android Tabled","Android (Tablet)"
"NLJMRI","Desconhecido","Desconhecido"
"BOUXNQ","iPhone","iPhone"
"LMKGGG","iPad","iPad"
"NVTNOI","iPhone","iPhone"
"PODAIP","iPhone","iPhone"
"WZJWKN","Desktop Mac","Desktop"
"HZXYYT","iPhone","iPhone"
"WXAPIZ","iPhone","iPhone"
"BXPISX","Desktop Windows","Desktop"
"SCDUKR","Android Phone","Android"
"NSNTPD","Desktop Windows","Desktop"
"QWWTKI","Desktop Mac","Desktop"
"IYPKDD","Android Tabled","Android (Tablet)"
"QDGVCP","iPad","iPad"
"ZLQNSL","Android Phone","Android"
"CKRIIO","Desconhecido","Desconhecido"
"ZVMVMO","Android Phone","Android"
"LZVFUO","Desktop Windows","Desktop"
"DLTZWN","iPhone","iPhone"
"LMOULR","Desktop Mac","Desktop"
"BAEQTX","Desktop Windows","Desktop"
"GHFLBY","Desktop Mac","Desktop"
"QULCBC","Desconhecido","Desconhecido"
"RJLHZF","Desktop Windows","Desktop"
"RCJPRK","Desktop Windows","Desktop"
"EYGRGL","Desktop Windows","Desktop"
"IWAWSN","iPhone","iPhone"
"IHUQHI","Desktop Mac","Desktop"
"OPPUDZ","Android Tabled","Android (Tablet)"
"BPWIAM","Desktop Windows","Desktop"
"XVQBZU","Desconhecido","Desconhecido"
"LKXNAJ","Android Tabled","Android (Tablet)"
"NTPIEX","Desktop Mac","Desktop"
"NUMBPZ","iPhone","iPhone"
"MGQMTA","Desktop Windows","Desktop"
"WUTZPF","Android Phone","Android"
"BHJHXH","iPad","iPad"
"RTXEXU","Desconhecido","Desconhecido"
"KREDJQ","Android Tabled","Android (Tablet)"
"DDYDHW","Android Tabled","Android (Tablet)"
"DOUHCJ","iPad","iPad"
"SKPZTZ","Desktop Windows","Desktop"
"EQMXJH","iPhone","iPhone"
"CLFOSY","Desconhecido","Desconhecido"
"EUFAKT","Android Tabled","Android (Tablet)"
"PRNNNA","iPhone","iPhone"
"IGBMRZ","iPad","iPad"
"IAEFSU","iPad","iPad"
"VECUAK","Android Tabled","Android (Tablet)"
"WKOBGF","Desktop Mac","Desktop"
"WLLIEQ","Desktop Mac","Desktop"
"CDSGGZ","Desktop Windows","Desktop"
"ZMUBSM","Desconhecido","Desconhecido"
"EXUFID","Desconhecido","Desconhecido"
"OLIEBD","Android Tabled","Android (Tablet)"
"KFZEYL","Desconhecido","Desconhecido"
"DALOYM","Desktop Windows","Desktop"
"ALBSNK","Android Phone","Android"
"VRMIOZ","Desconhecido","Desconhecido"
"ZWPKWU","Android Tabled","Android (Tablet)"
"TQLGVO","Desconhecido","Desconhecido"
"SMWYQW","Android Phone","Android"
"VOBNTV","Android Phone","Android"
"HOLGYV","Android Tabled","Android (Tablet)"
"TURQVL","iPhone","iPhone"
"GXXYZN","iPhone","iPhone"
"JGFIYZ","Android Tabled","Android (Tablet)"
"JGIQKT","Desconhecido","Desconhecido"
"LYQUQI","Android Tabled","Android (Tablet)"
"UOHAZR","iPad","iPad"
"KQJYAW","Desktop Windows","Desktop"
"KAFPAR","iPad","iPad"
"VBZVDB","Android Phone","Android"
"NMHIWS","Desktop Mac","Desktop"
"NJAYSC","Android Phone","Android"
"NCNQCL","iPhone","iPhone"
"GAIVUY","Desconhecido","Desconhecido"
"FBVJKF","Desktop Mac","Desktop"
"AYYDLZ","Desktop Windows","Desktop"
"XLRNXU","Desktop Windows","Desktop"
"CGTZIT","Desktop Mac","Desktop"
"SNYRKB","iPhone","iPhone"
"UNBIVY","Android Phone","Android"
"IJGGCA","iPhone","iPhone"
"ULOWDW","iPhone","iPhone"
"VQLESB","Desktop Windows","Desktop"
"BJCHVF","Desktop Windows","Desktop"
"IDLHZK","iPad","iPad"
"TGCDOA","Android Phone","Android"
"DEZGMW","iPad","iPad"
"RNBOWY","Android Phone","Android"
"DVRUHS","Android Phone","Android"
"LUKXWB","Desconhecido","Desconhecido"
"KUXHLS","Desktop Mac","Desktop"
"KGBPYT","iPad","iPad"
"WRRVVX","iPhone","iPhone"
"OPKADA","Desktop Windows","Desktop"
"PEFQLO","Desktop Mac","Desktop"
"XTBFLS","iPhone","iPhone"
"ENVAKC","Android Tabled","Android (Tablet)"
"RZOEGW","Desktop Mac","Desktop"
"RMKGLZ","Android Phone","Android"
"VUBQGS","Desconhecido","Desconhecido"
"BHKLOG","Desktop Mac","Desktop"
"DRAPOW","Android Tabled","Android (Tablet)"
"STVMUY","Desconhecido","Desconhecido"
"NOXUSU","iPhone","iPhone"
"TRLFNP","Android Phone","Android"
"DOYNVN","Android Tabled","Android (Tablet)"
"DPASOZ","Android Tabled","Android (Tablet)"
"MMDONV","iPad","iPad"
"RLKZIP","Android Phone","Android"
"UNQHCC","Desktop Windows","Desktop"
"HTDEJE","Android Phone","Android"
"CAMVLI","Android Phone","Android"
"JPWRRO","iPhone","iPhone"
"AVLPKT","Desktop Windows","Desktop"
"YMUBIM","iPad","iPad"
"UPKEHF","Android Phone","Android"
"CDCSES","Desconhecido","Desconhecido"
"CHDRBN","Android Phone","Android"
"XDTCQI","Android Phone","Android"
"CWFZSW","Desktop Windows","Desktop"
"LEIDRK","iPhone","iPhone"
"IDRIPO","Android Phone","Android"
"BMTKJK","Desktop Windows","Desktop"
"DLTTKD","Desconhecido","Desconhecido"
"OIVCTF","Android Phone","Android"
"OIYXWK","Desconhecido","Desconhecido"
"BBWTVV","iPad","iPad"
"CTSTNF","Desktop Windows","Desktop"
"JQSCGU","Desktop Windows","Desktop"
"IIQPPE","Android Tabled","Android (Tablet)"
"UYKHCW","iPhone","iPhone"
"NNQBLN","Android Tabled","Android (Tablet)"
"DHFBYO","Android Tabled","Android (Tablet)"
"FQXNPJ","Desconhecido","Desconhecido"
"XSVLOB","iPhone","iPhone"
"QIMYVL","iPhone","iPhone"
"VZUVHG","iPhone","iPhone"
"VONKUC","iPhone","iPhone"
"FJCPVY","Desktop Windows","Desktop"
"VVZAFT","iPad","iPad"
"WCWPHC","iPhone","iPhone"
"QBXNKC","Android Phone","Android"
"KYISUI","Desconhecido","Desconhecido"
"KQEXCQ","Desktop Windows","Desktop"
"VPBZLK","Android Phone","Android"
"CYMTXU","Desktop Mac","Desktop"
"TPKEZX","Android Tabled","Android (Tablet)"
"GGKTTZ","iPad","iPad"
"GAOWWA","iPhone","iPhone"
"UFTCQF","iPhone","iPhone"
"WZKJSS","iPad","iPad"
"XGJCVY","iPad","iPad"
"HTMIYR","Desconhecido","Desconhecido"
"IVCOIK","Android Tabled","Android (Tablet)"
"IVTBLT","Desktop Windows","Desktop"
"KLNLTC","iPhone","iPhone"
"WHLBLV","Desktop Windows","Desktop"
"XLYKFD","Desktop Windows","Desktop"
"ZQHLFV","iPad","iPad"
"WPOIXN","Android Tabled","Android (Tablet)"
"QOZISZ","Desktop Windows","Desktop"
"VDNOTW","Android Phone","Android"
"ZBVDFT","Desktop Windows","Desktop"
"UWVLCU","Android Phone","Android"
"UQXYSC","Android Tabled","Android (Tablet)"
"YMXYCW","Desktop Windows","Desktop"
"HMHLAP","Desktop Windows","Desktop"
"CFTOQG","Android Phone","Android"
"MTBDYZ","Android Phone","Android"
"CUJQQD","Desconhecido","Desconhecido"
"TGOCZV","iPad","iPad"
"DNRPCI","iPad","iPad"
"BSXBSJ","Android Phone","Android"
"DVDWCL","Desktop Mac","Desktop"
"NAXWTZ","Desconhecido","Desconhecido"
"EKUKKO","Android Phone","Android"
"OSMIGH","Desktop Mac","Desktop"
"OSSNHG","Desconhecido","Desconhecido"
"YKRXIH","Android Tabled","Android (Tablet)"
"SNLRLR","Desktop Windows","Desktop"
"PEMPWX","iPhone","iPhone"
"GUKYSQ","Desconhecido","Desconhecido"
"VBBCOX","Desktop Windows","Desktop"
"GIWNZP","Desktop Mac","Desktop"
"PHSOCT","Android Tabled","Android (Tablet)"
"KRQVOP","iPhone","iPhone"
"AXBBEF","Android Phone","Android"
"XIHACB","Desktop Windows","Desktop"
"UVUUPS","Android Tabled","Android (Tablet)"
"CBJDYC","Desktop Windows","Desktop"
"SNDKYJ","iPad","iPad"
"FKGVPA","iPad","iPad"
"FUCCAC","Desktop Windows","Desktop"
"SJGXST","iPhone","iPhone"
"FYCURO","Desconhecido","Desconhecido"
"TZWKHA","Desconhecido","Desconhecido"
"ZZAYEC","Desktop Mac","Desktop"
"SXTVVD","Desktop Mac","Desktop"
"NBICEA","Android Phone","Android"
"GGAKJK","Android Tabled","Android (Tablet)"
"QHLKGE","Desktop Mac","Desktop"
"QHTNAL","iPhone","iPhone"
"NYRGZG","Desconhecido","Desconhecido"
"VKGXRU","Desconhecido","Desconhecido"
"TDCQBP","Desktop Mac","Desktop"
"MCXUZF","Desktop Mac","Desktop"
"VMWPQG","Desconhecido","Desconhecido"
"CCXYGA","iPad","iPad"
"TSQKHL","Android Tabled","Android (Tablet)"
"RAKAIY","Android Tabled","Android (Tablet)"
"FHXFYX","iPhone","iPhone"
"REFNYF","iPad","iPad"
"WYHPKM","Desconhecido","Desconhecido"
"HURYXA","Desktop Mac","Desktop"
"YSPLEB","Desktop Mac","Desktop"
"QFQREU","Desconhecido","Desconhecido"
"BSFYSC","Desktop Mac","Desktop"
"MDZBUW","Desconhecido","Desconhecido"
"QYVDBZ","Android Phone","Android"
"FBZJVD","iPhone","iPhone"
"SZIIZW","Desktop Mac","Desktop"
"OBBVMU","iPad","iPad"
"KNFAZC","iPhone","iPhone"
"EKYALH","Android Phone","Android"
"JUFEJD","Desconhecido","Desconhecido"
"BUWSQP","Android Tabled","Android (Tablet)"
"AIPVKB","Desktop Mac","Desktop"
"HRHFKZ","Desktop Windows","Desktop"
"KZQNUK","Android Tabled","Android (Tablet)"
"DGBPDQ","Desktop Windows","Desktop"
"VSZTTI","Desktop Mac","Desktop"
"WEKCAS","iPhone","iPhone"
"DHHDFN","Android Tabled","Android (Tablet)"
"FQGHLU","iPad","iPad"
"SNESFD","iPad","iPad"
"SZGRVH","Desktop Windows","Desktop"
"CZKQCH","Android Tabled","Android (Tablet)"
"XMGQOR","Android Phone","Android"
"GDXWDA","Desktop Mac","Desktop"
"TSXHXU","iPhone","iPhone"
"ESXEHZ","Desktop Windows","Desktop"
"FEIKCQ","Desktop Mac","Desktop"
"CVUJRS","Android Tabled","Android (Tablet)"
"HBHYFA","Desktop Mac","Desktop"
"UWYKBO","iPhone","iPhone"
"WAFTJW","iPad","iPad"
"DEFIYO","iPhone","iPhone"
"DEMSUC","Desconhecido","Desconhecido"
"QAPHJO","Desktop Mac","Desktop"
"XFIJEA","Android Phone","Android"
"QFVMJL","iPhone","iPhone"
"BOKAOG","iPhone","iPhone"
"DSNVXC","Desktop Mac","Desktop"
"GKTRNZ","Android Tabled","Android (Tablet)"
"LWJYKH","Desktop Windows","Desktop"
"QIXHES","iPad","iPad"
"VIYREO","iPad","iPad"
"VZTIKL","Android Phone","Android"
"ENUSNF","Desconhecido","Desconhecido"
"EOPSAN","Android Phone","Android"
"RRIHOQ","Desktop Windows","Desktop"
"FYPZWX","Android Tabled","Android (Tablet)"
"ZYLBJY","iPad","iPad"
"AXSTRJ","Android Tabled","Android (Tablet)"
"JYOBYC","Desktop Windows","Desktop"
"LGLVKB","iPhone","iPhone"
"DHCOLJ","Android Phone","Android"
"MEYLRK","iPad","iPad"
"CRSCCA","Android Tabled","Android (Tablet)"
"GBBKED","Desktop Windows","Desktop"
"TLNUJO","Desktop Mac","Desktop"
"QHDSHY","Android Phone","Android"
"JCHPII","Desconhecido","Desconhecido"
"EDVSKO","Android Tabled","Android (Tablet)"
"TIXWRT","Desconhecido","Desconhecido"
"DRPRKD","iPad","iPad"
"QBEQUR","iPad","iPad"
"TPDWAV","iPad","iPad"
"IOJGTT","Android Tabled","Android (Tablet)"
"XGQFPN","iPad","iPad"
"SBTYTN","Desktop Mac","Desktop"
"JFIWLX","Android Phone","Android"
"TCLZRY","Android Phone","Android"
"VDNAKV","Desktop Windows","Desktop"
"RYFPJH","Android Phone","Android"
"WKWTIS","Desconhecido","Desconhecido"
"YMYXXY","iPad","iPad"
"JXDXQI","Android Tabled","Android (Tablet)"
"HYUQPW","Android Phone","Android"
"EOQHTF","iPad","iPad"
"GVVAOK","iPad","iPad"
"BATEMY","Desktop Windows","Desktop"
"GSLQDC","Desktop Mac","Desktop"
"JLFXRK","Desktop Windows","Desktop"
"JDCCVF","Android Tabled","Android (Tablet)"
"JGAITD","Desktop Windows","Desktop"
"STZLNO","Desconhecido","Desconhecido"
"DDRDOY","Android Phone","Android"
"YNZCOR","iPhone","iPhone"
"CBRLXP","Desconhecido","Desconhecido"
"BKBBBD","Desconhecido","Desconhecido"
"CVGHBS","Desktop Windows","Desktop"
"ZEWKTS","Desktop Mac","Desktop"
"VHOQNG","iPhone","iPhone"
"GAUVNM","iPhone","iPhone"
"BXYTBA","Android Phone","Android"
"SFENUN","iPhone","iPhone"
"SBZUUR","Android Tabled","Android (Tablet)"
"DZYTCU","Android Phone","Android"
"UZMYMF","Desconhecido","Desconhecido"
"VPNRTG","Android Tabled","Android (Tablet)"
"GXPIHZ","iPhone","iPhone"
"MRFYDK","Desktop Mac","Desktop"
"TTIUVD","Desktop Windows","Desktop"
"JLPUVA","Desconhecido","Desconhecido"
"HTUETO","Desktop Mac","Desktop"
"WXDEFW","iPad","iPad"
"NEYXNS","iPhone","iPhone"
"EMKHKA","Desconhecido","Desconhecido"
"EIQSZW","iPhone","iPhone"
"KIEELN","Desconhecido","Desconhecido"
"GTXRFR","iPhone","iPhone"
"UUEZTC","Android Phone","Android"
"FFPVWY","Desktop Windows","Desktop"
"YDDPQB","Desktop Windows","Desktop"
"VQXEMS","Android Tabled","Android (Tablet)"
"AHEYDA","Desktop Windows","Desktop"
"ZJECDP","Desconhecido","Desconhecido"
"DMIXZF","Desconhecido","Desconhecido"
"MCFTYU","Desconhecido","Desconhecido"
"XVPDVK","iPhone","iPhone"
"LTKLNS","Desktop Mac","Desktop"
"ILWZCS","Desconhecido","Desconhecido"
"IMGCQU","Desconhecido","Desconhecido"
"MTZWRQ","iPhone","iPhone"
"EVRQEE","Android Phone","Android"
"RTTPNT","Desktop Mac","Desktop"
"ZYIRXU","Android Tabled","Android (Tablet)"
"ARFPML","iPad","iPad"
"AJZUZU","Android Phone","Android"
"EEWPZM","Android Tabled","Android (Tablet)"
"NJKDER","Desktop Windows","Desktop"
"CRFRDL","Desconhecido","Desconhecido"
"NVVUOH","Android Phone","Android"
"SKKCZN","Desktop Windows","Desktop"
"EALJHI","iPhone","iPhone"
"EDJZSW","iPad","iPad"
"AFFLGI","Android Tabled","Android (Tablet)"
"BJWLCL","iPad","iPad"
"MNURNP","Desconhecido","Desconhecido"
"KHZURK","iPhone","iPhone"
"IQLCQV","Android Phone","Android"
"CNZYZK","iPad","iPad"
"RKPHPX","Android Tabled","Android (Tablet)"
"ISKNYL","Desktop Mac","Desktop"
"FRTBGY","iPhone","iPhone"
"HPIMLW","Android Phone","Android"
"JXADYN","Desconhecido","Desconhecido"
"WSHVRK","Desktop Mac","Desktop"
"KNEEUD","Desktop Mac","Desktop"
"NROXCQ","Android Tabled","Android (Tablet)"
"CEEIQN","iPad","iPad"
"QGELUX","Desktop Mac","Desktop"
"ODWBKM","Android Tabled","Android (Tablet)"
"AHJQOM","iPhone","iPhone"
"IDKQPK","iPad","iPad"
"HEVINY","Android Tabled","Android (Tablet)"
"DMCQLW","Desconhecido","Desconhecido"
"ZDGPZA","iPhone","iPhone"
"OKFMCE","Android Phone","Android"
"OZRHRN","Android Phone","Android"
"YSQFJT","Desktop Windows","Desktop"
"ZNUVVC","Desktop Mac","Desktop"
"BYSXMG","iPhone","iPhone"
"EFXJEA","Desktop Windows","Desktop"
"XIUPMC","Android Phone","Android"
"XIWWAU","Desconhecido","Desconhecido"
"DDEILN","Android Tabled","Android (Tablet)"
"JAVHCH","Desconhecido","Desconhecido"
"TEUZSD","iPad","iPad"
"FJQCTH","Android Tabled","Android (Tablet)"
"WUVTFN","Android Phone","Android"
"QBZAKT","iPad","iPad"
"AJLWTB","Desktop Windows","Desktop"
"XIVFJU","Desktop Mac","Desktop"
"OPELLH","Desconhecido","Desconhecido"
"PKXGKG","Desconhecido","Desconhecido"
"WKEMQC","iPhone","iPhone"
"KFAIKD","Desconhecido","Desconhecido"
"JIRRHV","Android Tabled","Android (Tablet)"
"FNGCOO","Desktop Windows","Desktop"
"VXUWRN","iPad","iPad"
"FWARGF","Desconhecido","Desconhecido"
"EAHBDF","iPad","iPad"
"KINIVK","Desktop Windows","Desktop"
"XDITRB","Desconhecido","Desconhecido"
"QEJEGY","iPad","iPad"
"EWFNKI","Android Phone","Android"
"JLWOEH","Desktop Windows","Desktop"
"JLYAFE","Desconhecido","Desconhecido"
"PJXBBQ","Android Tabled","Android (Tablet)"
"SHHVRI","Desktop Windows","Desktop"
"HLTUSI","Desktop Mac","Desktop"
"NSRZZM","Desconhecido","Desconhecido"
"EHJBIV","iPhone","iPhone"
"EIRCSJ","iPhone","iPhone"
"IMXDOC","iPhone","iPhone"
"WQMECK","iPad","iPad"
"CNOAXM","iPad","iPad"
"VQRSXZ","Desktop Mac","Desktop"
"ZALNBR","Desktop Mac","Desktop"
"BIQIMK","iPhone","iPhone"
"PEQSJM","Android Tabled","Android (Tablet)"
"JOPWWQ","Desktop Mac","Desktop"
"ZSKOCJ","Android Phone","Android"
"RNMFFQ","iPhone","iPhone"
"PHHYPV","iPad","iPad"
"LUIXZY","iPhone","iPhone"
"EUUWNR","iPad","iPad"
"EFATSF","Desktop Mac","Desktop"
"ZIDHGM","Android Phone","Android"
"QZBXJJ","Android Phone","Android"
"QJWQYH","iPhone","iPhone"
"JOHBYK","Android Tabled","Android (Tablet)"
"EDKQFR","Desktop Mac","Desktop"
"KBQILS","iPad","iPad"
"TYUGDN","Desconhecido","Desconhecido"
"DBEACN","iPad","iPad"
"LFTQXO","Desktop Mac","Desktop"
"KOTYMG","Desconhecido","Desconhecido"
"PPNWKT","Android Tabled","Android (Tablet)"
"KEFEYO","Desktop Mac","Desktop"
"REJWPG","iPhone","iPhone"
"IJGMRX","iPad","iPad"
"JBKJUF","Desconhecido","Desconhecido"
"CIFDPQ","Desktop Windows","Desktop"
"LBQZBI","Android Tabled","Android (Tablet)"
"WOHELF","Android Tabled","Android (Tablet)"
"GDWANK","Desconhecido","Desconhecido"
"HXNQVN","Desktop Mac","Desktop"
