"OrderID","BuyerID","Age"
"ZIRNXW","MCPZMZ,"22"
"ZIXCZH","GRBTOX,"22"
"YKGVAF","QBBSNO,"34"
"YLLFHA","OAHMCJ,"22"
"IXKLYL","OOGQZW,"36"
"ULVVQD","STVKUW,"21"
"XFRCLD","IHEABD,"28"
"QFXZRZ","ERGNZY,"20"
"TJEIPF","TWTWJN,"32"
"MONCLC","BXXADQ,"22"
"UHKICO","ILHUAD,"22"
"QJMJAV","LVFYHT,"21"
"VJNVEF","YIMDAE,"22"
"TMNUPF","MJCKZO,"27"
"MHBTIX","SXAZZD,"26"
"MHGWKK","FBFYSU,"23"
"DQITWE","CJEVRA,"20"
"FXOBJW","TQIYUP,"34"
"RUOEIL","ZVIQYR,"26"
"BVBDOS","RAVXWG,"37"
"TIESPH","NSYPQD,"21"
"UZZOIB","WRXYQK,"34"
"TYFMMX","IPGTKB,"23"
"SVFUCV","ISUKJP,"24"
"GGVYZD","YLEVLN,"28"
"QIBWPD","DNSBSS,"22"
"DPQDIX","QNTWAP,"21"
"FVBIRQ","KPJZTM,"36"
"FVSQZL","JNPBGK,"24"
"EDDYPT","GFMTQR,"26"
"THWPJW","TLSDWL,"23"
"RTNKUA","NPNHRV,"40"
"RBBDEN","BBEYEU,"22"
"KPBOKD","ECRWNK,"26"
"KPVUWB","EAMHLV,"30"
"BWZDBE","VZFJKF,"32"
"JDVVWX","KLNHXO,"26"
"NQTTIW","XSLEOR,"25"
"NSCCFJ","BSNAWJ,"19"
"WIDCCJ","YYCOSX,"19"
"QTPYLO","HCMTKQ,"21"
"UCIHDD","PCECJO,"21"
"EXULYY","OIAIZT,"47"
"HBZBME","IHEABD,"28"
"LMSLHM","XPVVNX,"50"
"BAOVBR","EIKQHK,"21"
"YMZCEI","MEABVL,"28"
"WTHMDQ","PTFGFG,"29"
"QATYYH","QVYUVZ,"34"
"RWUMRK","HUTEKR,"20"
"ZVLVSC","OYZJZN,"33"
"BSXRTU","ZRQFIG,"40"
"LVACPG","ZJFMNX,"21"
"LZTNDU","BLTHBJ,"19"
"MABKME","KWEHLO,"23"
"TNRLGA","GNVURG,"25"
"RCPLNJ","JHPTZJ,"20"
"UDONIL","PTWXME,"23"
"UDUUTA","WFXDIY,"24"
"QGLANH","QKACWL,"25"
"TBKWUO","KAZWWO,"24"
"QJEPAL","BPGDUI,"21"
"JNEWRX","RZCCQA,"31"
"HNEHLN","QXQJFS,"32"
"KNHROG","SDWBKJ,"22"
"KNIYRV","VSTABL,"24"
"UTIVOI","LPRXOU,"21"
"NYIWQY","OYHWAQ,"22"
"UVSRUA","ECZGJK,"43"
"FDGIIK","TDWKCY,"22"
"CBGYXL","SRVBTN,"23"
"CBWZJZ","XIFOSD,"21"
"OPAEVD","YXFWJD,"29"
"SGOTKP","LKKRHR,"26"
"OWLAHA","DRMAPL,"44"
"MGMSFE","LGDZAP,"25"
"FTVKOA","OCFYLV,"20"
"JDNMHK","QUNMSE,"36"
"WBQXCA","UQJSAM,"21"
"FNPDZM","NKISNT,"27"
"JPGUXX","EULBGH,"39"
"UJTOEH","PQRYKW,"26"
"BFMLDK","SZRHBC,"21"
"NHDHJB","MGSSFF,"26"
"MJQMMC","TCIRBF,"24"
"EPLYAN","OGDTQA,"30"
"TTLVOJ","HLXLQX,"28"
"KPMNHC","KEIQFV,"20"
"FHYAMR","NPRHWQ,"24"
"CWRWHY","VRVAUC,"27"
"ELXUPF","JWPVLN,"46"
"UOYBOX","XBIKRW,"25"
"QXFJSI","AJEEDS,"23"
"QXRAVF","TZGQEC,"63"
"CERPPL","IFEQJG,"20"
"MIOHLC","DZWUSQ,"22"
"SHSZFA","BATNWS,"20"
"RXVEMV","TKBSYA,"19"
"SARBGD","TIYQLA,"34"
"UQJIJR","FWKXEP,"37"
"HOVYFX","LAMFIE,"43"
"YMTXCI","CGZUVY,"49"
"XNWNLI","HLALUV,"23"
"SQGWYN","HTWITX,"26"
"MYRYFM","PAOLFL,"34"
"MZASBN","QLCECR,"24"
"ZFKPLB","KWEHLO,"23"
"VRXJOO","JJYBJB,"24"
"MPSMDD","UDABFI,"22"
"JAQVEW","LMUDVB,"26"
"VIYOHO","JJGSRB,"24"
"BQQJCE","HGQZWB,"51"
"NKWBJU","YGBOKA,"54"
"ADYROH","INFJXI,"24"
"MXCZOR","SXDHXB,"20"
"UABZVC","LPBZWR,"29"
"KDGKSZ","WFZNFO,"27"
"NPTDHZ","ROAKKC,"29"
"KQVEYN","JKPFZC,"46"
"QZJORK","DFAXXL,"30"
"SIWNUQ","TRAXPW,"21"
"WCNPGN","IFGBZY,"80"
"CIYMPU","OESEPN,"23"
"CJTVGP","QGILLR,"52"
"MWKVSY","AHAXNS,"27"
"YPWRPV","IIJLQL,"22"
"WFKTWP","CTBEHW,"19"
"DBVQIR","SLDYBZ,"37"
"NCJDIR","NETNVZ,"42"
"IURAPA","BQPXDA,"20"
"JDWHFH","PAQMSE,"30"
"BFMIQB","VKXDQU,"47"
"PJSDDC","WZXUVX,"29"
"LOHSLB","KPRVUM,"21"
"CZGUDE","XFXJDQ,"21"
"MHYLAC","RHKRWJ,"26"
"MJLSOK","ABCXEZ,"28"
"ROCULR","TOPKMO,"32"
"YJOCAI","DPLPSK,"20"
"YBUMKS","KWEHLO,"23"
"IROVYG","XLZEAZ,"37"
"VRBHNZ","TBESLR,"24"
"GKVLFK","WPTXJG,"40"
"ZBZXKL","HNCQRU,"25"
"XXJMPT","SCMRDJ,"36"
"LWVLTW","GHWBJI,"22"
"PXIRDS","DLGFIK,"25"
"XNFYSQ","UTOQVT,"32"
"KGJHGD","MCWALH,"20"
"PMGBTM","ZYUXDC,"36"
"PNOJLL","VYPQET,"21"
"QMPMNA","QFILTD,"27"
"SCMGTY","OICZVG,"24"
"EGHIXQ","XZKIWN,"25"
"UHDIGD","PSPTDI,"34"
"OOCPVT","OFCDEH,"30"
"ZKRHBN","NGOMFH,"37"
"VZQJIH","HPFHTU,"34"
"GUKSJH","LGRQIT,"30"
"ATWZVW","NQBUKS,"40"
"QRYLWK","QWKXNQ,"27"
"VGOKHX","CHUMRZ,"33"
"KDETVP","TZYUQC,"32"
"KDGDHW","NKGOAZ,"36"
"AXLKUK","SGYDRE,"27"
"VHJWCT","JEIUVI,"24"
"VYCJSM","UVOLHB,"28"
"FSYBCW","QMLEAF,"23"
"VUIQOL","BZEMOP,"24"
"CVBAGV","TQAGZR,"25"
"KBRPXU","APDOEQ,"29"
"LNQUQM","TZMBEO,"33"
"IQTXRO","POLSUL,"23"
"ZMGVQU","JGEGAW,"21"
"YUMXRE","OINPJS,"37"
"CLETNM","XHGIFW,"22"
"IFRVQP","CZRHBS,"21"
"VXGEZQ","MAMQFR,"44"
"LNBVTF","GKUHUQ,"24"
"SRJYQI","LLJWCL,"24"
"XLQPHS","WQMSFS,"29"
"CHHXRU","OTGECH,"36"
"MJQSMU","LTOPDB,"40"
"IQHNKH","NYQDZD,"30"
"TGZNJI","WJFNMX,"20"
"ZWADSS","GJHIJA,"20"
"ODRMWE","ECPRVC,"25"
"SWAJGC","ECFYOS,"27"
"AGUBGL","KWVJHB,"28"
"YWWDCY","BQRWYJ,"22"
"QUVWBJ","KBLCVL,"37"
"MSMTPB","YKNEBM,"27"
"IWBOWL","FEAFEG,"35"
"IPORKD","BMJWCP,"28"
"UKVSMN","EJZGYE,"22"
"IBEGJU","WWIBQT,"47"
"HXWCXU","TJCDAT,"28"
"OOCHNB","AVUZAK,"45"
"OOHNFI","QAKCHM,"53"
"GIYHKC","UFMTHU,"32"
"WIXGAY","AIJQUK,"30"
"NTAXSC","FSJZSO,"19"
"GOKMII","HOSHEQ,"32"
"SJFUOP","LEGJGQ,"23"
"YOGKPQ","ZDWEKS,"21"
"NFDLAJ","UNTXPT,"18"
"WNQXBY","LNCQWS,"45"
"QIHXHD","UJTQZD,"20"
"KBMXBO","XUVQFF,"25"
"KCGFNS","BGXAMD,"20"
"MLLKHF","PFBYSU,"26"
"PUUOIL","OLFUDX,"42"
"UKDPYT","WGZZFL,"22"
"BFKAWP","LHDNXJ,"24"
"VAKSVC","QOGZDR,"21"
"PJADQT","MVMIRB,"30"
"AFIZUE","KWJKHE,"41"
"AGBKAK","NORJEI,"26"
"IQGCWX","KWXVBT,"32"
"RLSXYJ","GAABNH,"34"
"ASXINT","QDZWYG,"20"
"HZITWX","WKJBCJ,"48"
"SEGNTX","HMUCZQ,"33"
"AWHBIE","NIVCUP,"27"
"JWWKOM","QMWYUF,"22"
"GHQUTN","CDXAJS,"36"
"EMWOCJ","HTUTGM,"41"
"QKQJMM","YGBEKC,"22"
"LBNXUI","LUIOEA,"37"
"XTIREN","TOTSRF,"35"
"HBIXLQ","EQYJGX,"22"
"DXRFUW","ASUVUT,"24"
"WLWKEO","YNKZTX,"28"
"OJPYLU","ZOOHTX,"26"
"LMXWCE","GLIURH,"29"
"YLSUZS","HFRLSN,"26"
"RPYFME","DPYWYL,"20"
"YSGIZT","TMFOLE,"21"
"ULUADI","CSYQLB,"44"
"XFFXPP","GUXJLB,"26"
"RXAHKV","YKWKGD,"23"
"ZBTTVE","STDFZR,"27"
"GFLRDA","PVSONC,"26"
"OAVUNN","SZIWTQ,"36"
"DVKWGB","NIUWND,"21"
"TUJDKS","MJYRJI,"24"
"UTCFNF","WZNMYN,"26"
"KGBEAY","NDPFGY,"57"
"VUBJQF","WIFIMB,"40"
"FJWSUY","GLTYNH,"22"
"VWHVMJ","LTPTOQ,"20"
"VGPAEY","DXHYSP,"19"
"YXUHYS","SATZXP,"68"
"RFEGZR","THRSMA,"38"
"UJZEDX","PZSAKC,"27"
"VPWBAH","WTZITZ,"44"
"YYRCNQ","CLWFES,"19"
"BKNYPL","PEZSSU,"25"
"WJMXPG","ELGLAK,"23"
"SUZUJY","XIIAJX,"39"
"POZLNQ","XWAJDT,"23"
"RLATNS","YRINNO,"20"
"XGZRGF","BAMOBT,"21"
"HTZRRH","MBIVDC,"26"
"IRQIHQ","UIZLYG,"20"
"IVLDWY","LTBSVU,"35"
"WTTUBZ","BDRMQW,"24"
"OMSYTY","FGVUZR,"20"
"GSTWPT","XYIUIE,"21"
"LBGHIO","HOFIWG,"28"
"IQORSU","SBNHXN,"38"
"YFICUK","SYFSDC,"22"
"HBUVGW","RSFJOQ,"29"
"DWVMGF","SSRDLG,"28"
"VMYROG","NMQKFX,"29"
"LRZLNZ","BNDJNL,"32"
"NDVSEU","VPJHZG,"19"
"JXIXAN","PXANIJ,"39"
"KHMCWS","BQWBPC,"23"
"WXKOJN","SLNXDD,"23"
"JKQWDR","JHPALY,"24"
"XFUYZD","GWPDXD,"21"
"DNFOES","OYSYVG,"24"
"KAQKWD","XQHXSB,"41"
"JNSRVV","WBFSGQ,"31"
"DVMGGU","YYPVRC,"31"
"DVQZRN","CPWBUK,"21"
"XNEWAJ","UOCPMW,"20"
"QUARPD","QMBGBB,"23"
"KHGPKD","RNVYSJ,"29"
"MHPGBQ","ZSNMON,"35"
"WVLBNG","OUKDFM,"26"
"SJBWKC","XFUIXV,"29"
"RVCWWW","UKJAKQ,"46"
"TZFMWA","OFNHJJ,"24"
"NPBKVC","QELUEK,"27"
"SVUDCA","ZGAWYL,"20"
"YUSRFA","KUVPNL,"31"
"ETFIZL","FSFCTH,"27"
"RLPMVN","RXWZNV,"24"
"BEWJXE","UAVAEV,"23"
"STJYLM","GWRBZC,"29"
"LORDWZ","VNPIPI,"22"
"ADCAKO","BCATTA,"24"
"EHWNII","MBYLPB,"51"
"MIQUOQ","YAGYOE,"24"
"GDNPYZ","ZPVXIZ,"30"
"RTLSSI","INSEXP,"27"
"TSSRKP","TSFSZL,"22"
"ZFRQHK","ZEJQNP,"42"
"LISRTX","BUTLXJ,"22"
"HAVULD","LHDNXJ,"24"
"DXAYRC","LAYKIQ,"25"
"ZXLNNU","UQOCTL,"31"
"OSCJFF","ZFELSZ,"19"
"RKATML","DELUIC,"21"
"YLOEEX","QWBCEX,"27"
"ZOEMMR","XDNQMJ,"23"
"CNWEGD","BJKXCB,"27"
"ULAZNU","RWNXCP,"20"
"XFYESA","WJFNMX,"20"
"UIBDKG","TNQFMH,"35"
"QIYIEJ","PFKJGZ,"30"
"ZTIIPZ","HSSRMV,"38"
"DYKQHS","ZMTTRB,"34"
"DYUTDV","CYGTGM,"24"
"TWKQZK","PQJHXL,"20"
"FUIWVZ","DLQVTI,"39"
"BWCVUS","WMGTJX,"56"
"YYOTYT","EIVHUN,"31"
"LZBNML","ZETXNW,"22"
"NPYHVK","MNDBBH,"27"
"KQLCFH","QWDLIV,"46"
"VHTTSV","HZCCLZ,"27"
"JPGXZM","IIJLQL,"22"
"FPWOQL","XJNWQQ,"39"
"QHJKLM","XZDRGD,"24"
"EDPVCI","UAYIDT,"28"
"LOPHXI","YFESEA,"24"
"TYGYAD","GERTHD,"24"
"JLWCCO","SQMOFI,"32"
"QZYWAG","QWKXNQ,"27"
"KEFLKZ","YHWYTG,"22"
"IGAYJY","KDLFLY,"24"
"IHHCII","HSGAVB,"50"
"RDWUGV","HGUNPQ,"28"
"HPQGBA","YUPVTF,"24"
"JVWOPT","AXMGRA,"24"
"QAKDLZ","MBBYDA,"40"
"UOZBZN","BQMDCV,"25"
"GTZMWU","GKRJIG,"33"
"TSXMUJ","SGGVJI,"24"
"ZIWTFD","DATBDB,"35"
"HEBFXH","TFGNTE,"29"
"RVXEST","MIBYTV,"37"
"VMXIEN","JQWBWY,"24"
"OCMZXV","HRBONF,"22"
"BTQNNP","PIELQV,"35"
"CNEZSB","JMKVDK,"21"
"YVVZIL","QYKDTT,"23"
"DODHZG","LOVIEL,"25"
"CZVSDE","UNTXPT,"18"
"DTFPMD","KTSXDN,"23"
"PKHWYH","HGQZWB,"51"
"HZFNKO","ZJDZAJ,"25"
"XBLPQA","ZJYALN,"34"
"WADNOA","VBBMED,"27"
"ILVBWT","GKYLQB,"21"
"GCMYLJ","BJUHBE,"25"
"RJUHUY","HHSDJQ,"21"
"OXOKSP","RYDAMR,"51"
"MGPESH","EOYLFT,"21"
"FUDWLZ","CYYWRT,"34"
"SISUYJ","IKYVGA,"29"
"ABBLPB","RKAIUU,"22"
"DQHVFB","RYQGCP,"31"
"LGBYZS","QZURQU,"42"
"SVOGOI","YZPRHH,"22"
"VXYGXT","MSXEKA,"28"
"JESHML","DCQVQL,"20"
"TIYPFS","XVMKDQ,"21"
"PKUBCB","OMPTZN,"20"
"MCQYXV","JAAMUI,"33"
"DIYKOI","GPQHBQ,"33"
"IZRNEL","PYBDAI,"28"
"INOUTG","VGKZWF,"21"
"GTCCYV","BSAQVO,"21"
"CLRZKU","LJCFXL,"19"
"QZXFKM","VYBFJG,"34"
"KFIQKQ","MWJOJX,"28"
"NMUPLU","WUJKXX,"37"
"AGKLLZ","EJZGOD,"26"
"ICYMQG","TDTUXL,"23"
"BUFCXZ","YYAAMO,"21"
"KTMYOW","VINNAL,"24"
"QXTOEE","DELUIC,"21"
"WIJMHW","WTPPKJ,"20"
"WRIUXN","KHAZAM,"24"
"PNJDNJ","ZPPAMV,"21"
"CMQWUM","DLEONI,"24"
"ULPOUA","VGBODQ,"22"
"IBSGFR","VPMXDC,"20"
"OAVXWS","TFLDML,"32"
"KNLGLR","QCJLVB,"37"
"LKTEOV","LNSNIJ,"21"
"LTFLLJ","DNETPV,"24"
"GRJGGO","ACQFFW,"29"
"KUSIVS","FURHJB,"43"
"XINDGL","WWPHPG,"26"
"FDETXH","YPJTNK,"38"
"CBVILB","TWKDEJ,"19"
"JAYQHE","WQSZXV,"53"
"OOWGBI","YXTBRS,"24"
"WNHZWH","CEXJOP,"32"
"XJAFPS","DAIQYN,"24"
"JUMIAQ","CMMYWT,"43"
"NPIQTK","GOXQCE,"32"
"KYOVJQ","OWMAFY,"40"
"KZVWHD","XOUBFC,"30"
"KQQLAG","QYQEWN,"22"
"VTTYZK","PLLKPD,"38"
"ITYLQM","FLKOBU,"31"
"SGHSLS","VHFJTF,"38"
"MGQEAB","IEWRDV,"23"
"WBZNWH","AWIGEV,"29"
"BFUOAR","VSPKPE,"30"
"NZVCAT","EQLRTG,"24"
"BKEYCF","FKPFJX,"51"
"NGLBHJ","JIOLNW,"38"
"BRKAAS","TANEFJ,"26"
"DAUQJF","VQKEPS,"23"
"TOYJGI","KSHTJE,"23"
"QXOAVG","GOYICW,"48"
"CECZAS","EWKDAN,"30"
"YIQZYX","MUEYPH,"28"
"CAKUOO","OISOZN,"28"
"FUZJRC","TICTCW,"22"
"LWAZBQ","KFKRRY,"26"
"YWIKCH","UFVBCV,"24"
"VEYFRM","NSCWWA,"25"
"ORWYPR","PGAIEG,"25"
"OVJWQT","LEZNCA,"31"
"OVQSMI","XQHMQP,"23"
"HONKNG","NOEGRQ,"36"
"KUTXEE","EQLRVW,"25"
"KVEKGE","LWMJUW,"23"
"SPSBTI","CZHTJN,"24"
"WYOQTM","LQDTBX,"21"
"MEFVPR","CPIENL,"20"
"AIWLGJ","FUEPIC,"23"
"KZEBCV","XNCRMO,"25"
"NFJGRA","MOCQOV,"34"
"SZBWFS","ZXXWPU,"23"
"QJWIVU","QKACWL,"25"
"JODZVL","CLRKUV,"25"
"CIZECY","KSZGUC,"20"
"CJJDSA","RAQPKE,"23"
"CJOACG","HWDOBA,"52"
"KKMEBZ","RYUHUA,"36"
"RUMOZQ","XYAIBD,"23"
"YQOLJQ","PGICZL,"20"
"JTWFUG","MPAFLW,"49"
"UODIIM","ZSTYBV,"32"
"REWGUI","EWSNLW,"20"
"DDQOSY","IRDDUU,"23"
"TRVSPC","PJJDZJ,"31"
"WMJAKT","BNVXMU,"18"
"NMDSBQ","AMERRZ,"24"
"DUFRNX","FTUAER,"31"
"WFFFXO","RTKVZH,"22"
"ZRYYTX","HZKDMF,"30"
"NVWZXL","QIQVLM,"49"
"FAYJKD","MMTEYI,"25"
"TSSKRO","MPEVJY,"28"
"ETIGCT","PVPKHM,"28"
"RKKUJK","XRUUNY,"23"
"RDHSRP","LMMZHJ,"43"
"SEFDAW","PWFJJN,"25"
"DSANQM","GGZDSR,"21"
"OCCPFB","BVPJAD,"28"
"EHIILH","HDMKTM,"24"
"GUDEQW","ZGAWYL,"20"
"GEBDIF","KUVPNL,"31"
"QEOJUM","DXAPTS,"42"
"MRPKAQ","GLFPSF,"27"
"WYZIOJ","WNZPSN,"36"
"YEOPRM","PRSDWY,"25"
"VLBYZA","MYWTWA,"23"
"VQWXGZ","IQDEMI,"23"
"PFLVAP","JGDGWF,"26"
"WBNFJQ","KPVSPW,"24"
"VZXMWB","SKVUBN,"22"
"NKQANR","TTIYOC,"32"
"GSFAKX","ZHKCOX,"24"
"OLYPQM","HQPGLC,"24"
"EJVUHM","OBRVTW,"37"
"QMRIFT","GBFBEH,"27"
"MWGIEC","WYYQZG,"29"
"KEDEYG","ENJVVB,"43"
"KQYPND","NDQIYB,"26"
"JYZQHU","DWNRER,"20"
"PDXVMD","OZQXHS,"27"
"XCALJT","TUNUUQ,"24"
"STJUXW","UZYIFO,"34"
"LOIFZM","OUAYDT,"40"
"WPRESN","OTQWLM,"30"
"QOOVFD","GKWCUV,"30"
"HZINWZ","RTUYFU,"52"
"CAREGL","QHFHFY,"22"
"WWDKFE","SMELCG,"35"
"SBSNUK","DFDUWV,"22"
"SHXZYD","MMTEYI,"25"
"FZSTBZ","WQKAWO,"25"
"KMBEXD","EGGZHJ,"27"
"NSRQXW","ZPMNJU,"22"
"QXAPYK","WKYAFJ,"24"
"XUZWTV","EDYOLW,"20"
"YLPPRK","TCIRBF,"24"
"IIMGHV","UYYYDP,"23"
"THENDR","LVIVGY,"28"
"GLGKDQ","KDKMCJ,"25"
"JXZMDV","AJWYDF,"28"
"ZIXCWV","FFBNZV,"23"
"EKJTJB","ONMVBW,"21"
"KGBSWC","GXQMTU,"23"
"KHDNQN","JUOEFM,"22"
"KHMXIX","SNYPTJ,"30"
"MKYFJN","WJYYMF,"23"
"RRHVMP","CQYWRO,"26"
"BAVQBC","ZPYEWM,"21"
"GJJZPQ","IXYWXV,"32"
"DVRLOB","AIDNQH,"31"
"XWHUDV","YXZFPH,"21"
"XWKNAP","TPQYAH,"24"
"LTLMXP","UKJIZA,"20"
"ITXCTP","TQHLUQ,"22"
"OXXWGY","VJBSVU,"28"
"SIUYZB","AFYNYF,"40"
"RUCGRR","NGQCMD,"23"
"JUBVVT","UNTXPT,"18"
"LYYNKQ","TYOPFY,"23"
"CAYWYV","CUZJWX,"21"
"ZGWZHB","MJBMRD,"24"
"NIRKTW","DELUIC,"21"
"GPAXDR","TUNUUQ,"24"
"SOJADR","LARQGW,"24"
"XUPYIH","GLVUTW,"20"
"HXNNIS","YYOEAO,"20"
"RLAPCN","QPCKSD,"22"
"IFWUSK","ZEWMUL,"35"
"BNQSTU","HJFRFB,"42"
"KATZHD","EXONYT,"29"
"MZAEDI","IPIOJG,"39"
"RXWORO","LWPAFW,"26"
"URGJUE","UKDQZB,"47"
"HLXLTL","YGXPVP,"28"
"RNIZXH","FTVLTI,"30"
"DVDCWK","PKUYCI,"23"
"LUSMEK","PASURW,"21"
"USOVIC","MEBIVT,"32"
"SQMITU","SRJRWM,"27"
"RJBLMG","YCIFAE,"24"
"UNRYAT","NGFFCQ,"24"
"KZENYZ","STDFZR,"27"
"ZHZUVA","VVPVQJ,"32"
"JZLXTN","CEFCLP,"21"
"NXQEWA","ULACMQ,"32"
"NFCJAH","TCNLEN,"31"
"GORMTK","SBSMNU,"27"
"SJHUTH","QMPSWH,"22"
"HGLTIW","SLIUAV,"25"
"CIWQEG","CSTWMG,"25"
"OHUVCQ","JNCHEB,"21"
"YALDUT","GEUDMS,"19"
"PILJSZ","VQHEQW,"22"
"BRTTNV","XVPDPA,"25"
"MFAWSL","VQKDSH,"21"
"TYIFJZ","DFURKM,"37"
"LGBTPT","MHDMRG,"20"
"VIFWTC","ERZJWD,"24"
"WOQPIY","ALEYPL,"34"
"MULOOH","SPVNHR,"23"
"FGTLVP","WXLJFD,"34"
"IFZUFU","BWNJRU,"30"
"FEWDPF","KOUYKL,"63"
"NZNVQS","YSLIVT,"24"
"GPCQXU","YIBCLB,"24"
"WSLFUX","XLVEOR,"20"
"UPSYSO","KQMFHR,"22"
"CDUFXO","RRGZAS,"80"
"NVFLMX","GCTOEI,"30"
"XUMVQS","UTTUHP,"21"
"ZIVSBQ","KYSLXK,"25"
"VEEFSN","UHYMOA,"26"
"OCTLYO","SLOLGB,"24"
"MMTMLG","MDBHUY,"22"
"MNCTYU","QITQJP,"29"
"NEDZMS","ZYAMRC,"24"
"RQWAAO","TVAPWC,"41"
"EZAAIR","CZASOG,"25"
"CNBIFK","DHUPNH,"24"
"KBAWRT","AAUMZR,"28"
"DTDTGI","IRNSSL,"25"
"PKAZFA","ZRJSKL,"20"
"XBMFDZ","BPUSFF,"34"
"GVDZHX","HDCAWG,"24"
"TUFPZH","GMTMJE,"36"
"AMDDXZ","BXXADQ,"22"
"OTSPHV","YWOOWR,"25"
"PZCMZQ","WWDWGI,"30"
"EFVMEU","XUPVAQ,"28"
"JZVVZB","GVLVJA,"30"
"NXVORD","NRKJQM,"27"
"DGINND","KPRCNK,"23"
"QYXVRX","EITHQT,"23"
"CBIAQR","ENRMHD,"21"
"MFZQQS","LLEZFV,"26"
"EEUTVW","EUWGJK,"23"
"VWRKHX","MVWFDL,"34"
"AIVLNB","LFEAML,"39"
"HRKCIM","LZMJFX,"47"
"KQZYCN","ESGQXV,"19"
"SSRSPB","UNNVAI,"24"
"BJWIDY","RZAPNI,"32"
"BKBMYF","EJWKEU,"30"
"TYYQWH","OBQXJI,"80"
"WFKIAC","ZQIYAU,"32"
"NOSXUB","BZDWRB,"20"
"PSBXWI","OANDHM,"41"
"CAEFRK","IHRSVI,"27"
"FNBPEK","MEIHIE,"32"
"FRWTCH","WAGARJ,"25"
"FWRYXN","HHQEDP,"42"
"VKTSXD","EXMTGQ,"27"
"LRPLKF","RXDQQN,"19"
"GHITZZ","LZYPNT,"27"
"QBICEA","DNOYIG,"19"
"IOGYUJ","VPIFDM,"24"
"CTQDFE","OYXBLS,"23"
"KEKOPS","GWMBDM,"21"
"FGADBU","EERWKH,"26"
"YUZQFQ","VYSTFV,"24"
"RYJAPH","NNJUEE,"25"
"OCPYOF","FIMVMX,"27"
"BTSTIA","AAUMZR,"28"
"OJMXRX","TPRJXD,"21"
"TVIMGA","NJNSKN,"23"
"GXXOVS","CULBFS,"37"
"LKSTYQ","LPENBP,"27"
"WQPEUU","PBMNAZ,"24"
"CNMPCA","FGBIGY,"24"
"JLCKPV","VRGYCW,"23"
"LGXHUS","CCIQPW,"22"
"LHQNBL","GUABDK,"23"
"YOWBFS","RPIOQP,"32"
"JASDMH","TLFZMF,"29"
"SZMCXC","PAVMUT,"32"
"VZURWP","XUJVPS,"37"
"HFYDYJ","MCGVXS,"24"
"EURZYZ","RULTBM,"19"
"EVZVLI","BVLTBX,"20"
"KDQNHW","OUEQGM,"24"
"CXLISS","EIINHG,"25"
"REYTUT","ZICUUZ,"26"
"VUZBTS","RWZFMY,"19"
"VANODV","AODYRP,"28"
"BPGJXJ","PJIABO,"20"
"NBSJJM","PZXHSH,"25"
"MJDWOX","REQYNC,"32"
"XTRNIX","ZQSJIL,"26"
"GERZWJ","RDWHLL,"29"
"QDMPUP","FNTDKM,"39"
"RSMGBQ","QWPACP,"25"
"VXXQQU","NERSAB,"36"
"SWUALQ","LDYDNE,"33"
"RYBLSI","XTTTOB,"31"
"SZVWEO","QNTWAP,"21"
"OJUJPN","CEHYJY,"31"
"LRYLYD","XRVMXM,"26"
"CHCIGP","ZLTOBB,"36"
"XFGRNQ","CPSFEP,"25"
"SDLEXU","DNETPV,"24"
"TCGJKG","ILFAKK,"26"
"BOOMEE","KPJQTB,"23"
"DAIOII","BIQSKL,"24"
"ZFIMNX","ORSGFU,"21"
"CQPHSJ","ORYMSE,"33"
"ZTGUDE","KOUYKL,"63"
"BBSTBE","NAGLOL,"23"
"IMTQDY","JNFCJV,"21"
"PPZUTI","XTLPEZ,"29"
"CTWKRP","YHXFMM,"32"
"BKRULZ","HZJEYH,"26"
"LHKTRU","KRAYPZ,"21"
"LIDCUA","XBVNGA,"26"
"HYFFCL","JYBFXJ,"40"
"CBIWRI","JCQDSO,"21"
"ZKFIXK","RGXMJT,"29"
"MGAQTM","VHFBXW,"34"
"CIIJUB","DUUQLT,"22"
"KKZSQI","ALVUAV,"20"
"OGEFZL","NONGUZ,"23"
"JTRONX","ULACMQ,"32"
"HQZCPV","MQWCED,"23"
"VCCPGH","YVRSXL,"45"
"BKEMMZ","PNBVTP,"30"
"LOMBKV","LFLJWM,"32"
"XYXDMH","NGQSHU,"25"
"NWNZDY","AWIGEV,"29"
"XVEKRD","MQPBNG,"28"
"MVHVQJ","CHLRIA,"18"
"CTRGFJ","IYFDFV,"26"
"SFLRUJ","SRRQBL,"27"
"EAWJTC","JRPAQG,"21"
"TIRQHX","KMNBVZ,"38"
"NEOPDH","NHAWEG,"18"
"PXMDWF","KDGYMI,"22"
"KNCGBK","CTUKSC,"24"
"KNCRQY","SUBYHS,"21"
"QMCDNW","AHQUAB,"19"
"KIIAAS","ZNJWGJ,"69"
"BSEXWS","DPEVKE,"29"
"BOPKRW","JENSJT,"20"
"UYDCWJ","YXTIZI,"20"
"XPQNCC","GUJZTV,"44"
"SHJCRC","IABNED,"20"
"NDEZWC","JUDPBY,"37"
"RRMMAX","IACCTJ,"41"
"ERZADR","KBDRNO,"19"
"MUDUTA","PBCAPJ,"19"
"SDTTVR","JQLVES,"21"
"EBHJEW","BXRETW,"23"
"VLLQFK","OBWPGC,"22"
"XRSAOP","DROWJG,"21"
"OBAHGD","MREHVA,"23"
